Hit_ID,Query_ID
tr|A8A9M6|A8A9M6_IGNH4,tr|I0A0A4|I0A0A4_FERFK
tr|A8A8F6|A8A8F6_IGNH4,tr|I0A179|I0A179_FERFK
tr|A8A9V1|A8A9V1_IGNH4,tr|I0A0B1|I0A0B1_FERFK
tr|A8AAF0|A8AAF0_IGNH4,tr|I0A042|I0A042_FERFK
tr|A8AC22|A8AC22_IGNH4,tr|I0A302|I0A302_FERFK
sp|A8ABY5|RL14E_IGNH4,tr|I0A0H6|I0A0H6_FERFK
tr|A8AA32|A8AA32_IGNH4,tr|I0A249|I0A249_FERFK
tr|A8AB27|A8AB27_IGNH4,tr|I0A2B9|I0A2B9_FERFK
tr|A8A9W9|A8A9W9_IGNH4,tr|I0A2V6|I0A2V6_FERFK
tr|A8ABB1|A8ABB1_IGNH4,tr|I0A2F0|I0A2F0_FERFK
sp|A8AAI6|KCY_IGNH4,tr|I0A0H7|I0A0H7_FERFK
tr|A8AA64|A8AA64_IGNH4,tr|H9ZZP0|H9ZZP0_FERFK
tr|A8A9C7|A8A9C7_IGNH4,tr|I0A0N7|I0A0N7_FERFK
sp|A8AAQ5|HYPA_IGNH4,tr|H9ZZV6|H9ZZV6_FERFK
tr|A8AAS3|A8AAS3_IGNH4,tr|I0A0N9|I0A0N9_FERFK
tr|A8A8K9|A8A8K9_IGNH4,tr|I0A2J7|I0A2J7_FERFK
tr|A8AB19|A8AB19_IGNH4,tr|I0A024|I0A024_FERFK
tr|A8AAX1|A8AAX1_IGNH4,tr|I0A1L6|I0A1L6_FERFK
tr|A8ABI9|A8ABI9_IGNH4,tr|I0A324|I0A324_FERFK
tr|A8ABY6|A8ABY6_IGNH4,tr|H9ZZJ4|H9ZZJ4_FERFK
tr|A8ACA9|A8ACA9_IGNH4,tr|I0A1C6|I0A1C6_FERFK
tr|A8AB66|A8AB66_IGNH4,tr|I0A062|I0A062_FERFK
tr|A8ABS8|A8ABS8_IGNH4,tr|I0A235|I0A235_FERFK
sp|A8AAJ7|RS8E_IGNH4,tr|I0A2K6|I0A2K6_FERFK
sp|A8AA20|RS3_IGNH4,tr|I0A0J7|I0A0J7_FERFK
sp|A8A906|DCD_IGNH4,tr|I0A1M6|I0A1M6_FERFK
sp|A8ABM5|EF1A_IGNH4,tr|I0A0S6|I0A0S6_FERFK
tr|A8ABV2|A8ABV2_IGNH4,tr|I0A2K9|I0A2K9_FERFK
tr|A8AB84|A8AB84_IGNH4,tr|H9ZZG8|H9ZZG8_FERFK
tr|A8AAI7|A8AAI7_IGNH4,tr|I0A181|I0A181_FERFK
tr|A8ABX0|A8ABX0_IGNH4,tr|H9ZZK4|H9ZZK4_FERFK
tr|A8ABQ3|A8ABQ3_IGNH4,tr|I0A2Q1|I0A2Q1_FERFK
tr|A8ABV9|A8ABV9_IGNH4,tr|I0A1L4|I0A1L4_FERFK
tr|A8AA62|A8AA62_IGNH4,tr|I0A0X1|I0A0X1_FERFK
tr|A8A9Y9|A8A9Y9_IGNH4,tr|I0A2C1|I0A2C1_FERFK
tr|A8A8Y3|A8A8Y3_IGNH4,tr|I0A2J6|I0A2J6_FERFK
tr|A8ABL9|A8ABL9_IGNH4,tr|I0A2Y3|I0A2Y3_FERFK
tr|A8ACB2|A8ACB2_IGNH4,tr|I0A070|I0A070_FERFK
tr|A8A9C8|A8A9C8_IGNH4,tr|I0A2G4|I0A2G4_FERFK
sp|A8ACA7|EF2_IGNH4,tr|I0A2X8|I0A2X8_FERFK
tr|A8A9N3|A8A9N3_IGNH4,tr|I0A1H3|I0A1H3_FERFK
tr|A8ABM8|A8ABM8_IGNH4,tr|H9ZZV0|H9ZZV0_FERFK
tr|A8A940|A8A940_IGNH4,tr|I0A2P7|I0A2P7_FERFK
tr|A8A913|A8A913_IGNH4,tr|I0A147|I0A147_FERFK
tr|A8A9W3|A8A9W3_IGNH4,tr|I0A121|I0A121_FERFK
tr|A8A8N0|A8A8N0_IGNH4,tr|I0A0W3|I0A0W3_FERFK
tr|A8AA41|A8AA41_IGNH4,tr|I0A018|I0A018_FERFK
tr|A8A9V2|A8A9V2_IGNH4,tr|H9ZZG3|H9ZZG3_FERFK
tr|A8ABP3|A8ABP3_IGNH4,tr|I0A0D7|I0A0D7_FERFK
sp|A8ABN0|SYM_IGNH4,tr|I0A1R2|I0A1R2_FERFK
tr|A8A9D9|A8A9D9_IGNH4,tr|H9ZZT8|H9ZZT8_FERFK
sp|A8ABI5|SYE_IGNH4,tr|I0A0D5|I0A0D5_FERFK
tr|A8ABZ2|A8ABZ2_IGNH4,tr|I0A1F4|I0A1F4_FERFK
tr|A8A9G3|A8A9G3_IGNH4,tr|I0A1F3|I0A1F3_FERFK
tr|A8AAW8|A8AAW8_IGNH4,tr|H9ZZU4|H9ZZU4_FERFK
tr|A8AAX7|A8AAX7_IGNH4,tr|I0A0U3|I0A0U3_FERFK
tr|A8A8P8|A8A8P8_IGNH4,tr|I0A198|I0A198_FERFK
tr|A8A8R3|A8A8R3_IGNH4,tr|I0A021|I0A021_FERFK
tr|A8AAT8|A8AAT8_IGNH4,tr|I0A132|I0A132_FERFK
tr|A8ABM4|A8ABM4_IGNH4,tr|I0A1G6|I0A1G6_FERFK
tr|A8A9J0|A8A9J0_IGNH4,tr|I0A022|I0A022_FERFK
sp|A8AA19|RL22_IGNH4,tr|I0A0J8|I0A0J8_FERFK
tr|A8A8F2|A8A8F2_IGNH4,tr|I0A0G2|I0A0G2_FERFK
tr|A8AAR5|A8AAR5_IGNH4,tr|I0A207|I0A207_FERFK
tr|A8A8P2|A8A8P2_IGNH4,tr|I0A039|I0A039_FERFK
sp|A8AB67|SYS_IGNH4,tr|I0A209|I0A209_FERFK
tr|A8ABY8|A8ABY8_IGNH4,tr|I0A2B0|I0A2B0_FERFK
sp|A8ABX8|Y1254_IGNH4,tr|I0A2T6|I0A2T6_FERFK
tr|A8AAQ8|A8AAQ8_IGNH4,tr|I0A2E1|I0A2E1_FERFK
tr|A8ABQ0|A8ABQ0_IGNH4,tr|I0A2P3|I0A2P3_FERFK
tr|A8ABC2|A8ABC2_IGNH4,tr|I0A2U4|I0A2U4_FERFK
tr|A8A9E2|A8A9E2_IGNH4,tr|I0A2V2|I0A2V2_FERFK
tr|A8A971|A8A971_IGNH4,tr|I0A1W8|I0A1W8_FERFK
tr|A8A9L9|A8A9L9_IGNH4,tr|I0A1L1|I0A1L1_FERFK
sp|A8A9X7|RIFK_IGNH4,tr|H9ZZS3|H9ZZS3_FERFK
tr|A8A8Y5|A8A8Y5_IGNH4,tr|H9ZZJ2|H9ZZJ2_FERFK
tr|A8AA67|A8AA67_IGNH4,tr|I0A0N6|I0A0N6_FERFK
tr|A8AAX8|A8AAX8_IGNH4,tr|H9ZZ73|H9ZZ73_FERFK
tr|A8ABR7|A8ABR7_IGNH4,tr|I0A169|I0A169_FERFK
sp|A8AC01|RL18_IGNH4,tr|I0A0I4|I0A0I4_FERFK
sp|A8A8D3|IF2P_IGNH4,tr|I0A0D0|I0A0D0_FERFK
tr|A8AAW5|A8AAW5_IGNH4,tr|I0A085|I0A085_FERFK
sp|A8AB61|LEU1_IGNH4,tr|I0A0S8|I0A0S8_FERFK
tr|A8A8R0|A8A8R0_IGNH4,tr|H9ZZV3|H9ZZV3_FERFK
tr|A8AC43|A8AC43_IGNH4,tr|H9ZZY0|H9ZZY0_FERFK
tr|A8A9J1|A8A9J1_IGNH4,tr|H9ZZR3|H9ZZR3_FERFK
tr|A8ABY2|A8ABY2_IGNH4,tr|I0A2I6|I0A2I6_FERFK
tr|A8AB65|A8AB65_IGNH4,tr|I0A290|I0A290_FERFK
tr|A8A8S0|A8A8S0_IGNH4,tr|I0A1A8|I0A1A8_FERFK
sp|A8AB20|DNLI_IGNH4,tr|H9ZZY7|H9ZZY7_FERFK
tr|A8AAU1|A8AAU1_IGNH4,tr|I0A0E0|I0A0E0_FERFK
tr|A8ABG9|A8ABG9_IGNH4,tr|H9ZZX6|H9ZZX6_FERFK
tr|A8ABG0|A8ABG0_IGNH4,tr|I0A2N5|I0A2N5_FERFK
tr|A8A9Z0|A8A9Z0_IGNH4,tr|I0A075|I0A075_FERFK
tr|A8ABD2|A8ABD2_IGNH4,tr|I0A2B3|I0A2B3_FERFK
tr|A8ABU4|A8ABU4_IGNH4,tr|I0A196|I0A196_FERFK
tr|A8A8U7|A8A8U7_IGNH4,tr|I0A0P1|I0A0P1_FERFK
sp|A8AB69|Y992_IGNH4,tr|I0A0E1|I0A0E1_FERFK
tr|A8ABY0|A8ABY0_IGNH4,tr|I0A012|I0A012_FERFK
tr|A8A925|A8A925_IGNH4,tr|I0A0T4|I0A0T4_FERFK
tr|A8A966|A8A966_IGNH4,tr|I0A2N8|I0A2N8_FERFK
tr|A8ACD5|A8ACD5_IGNH4,tr|I0A0J0|I0A0J0_FERFK
tr|A8AAQ6|A8AAQ6_IGNH4,tr|I0A1H6|I0A1H6_FERFK
tr|A8A9A4|A8A9A4_IGNH4,tr|I0A0C8|I0A0C8_FERFK
tr|A8ABA9|A8ABA9_IGNH4,tr|H9ZZN0|H9ZZN0_FERFK
tr|A8ABG6|A8ABG6_IGNH4,tr|I0A2C2|I0A2C2_FERFK
tr|A8AC06|A8AC06_IGNH4,tr|H9ZZN6|H9ZZN6_FERFK
tr|A8AAX0|A8AAX0_IGNH4,tr|H9ZZ62|H9ZZ62_FERFK
tr|A8AAU9|A8AAU9_IGNH4,tr|I0A2D7|I0A2D7_FERFK
tr|A8A8V0|A8A8V0_IGNH4,tr|I0A098|I0A098_FERFK
tr|A8ACB4|A8ACB4_IGNH4,tr|H9ZZM7|H9ZZM7_FERFK
tr|A8A9J4|A8A9J4_IGNH4,tr|I0A1Z6|I0A1Z6_FERFK
tr|A8A8F7|A8A8F7_IGNH4,tr|I0A1P0|I0A1P0_FERFK
tr|A8A8T9|A8A8T9_IGNH4,tr|H9ZZX2|H9ZZX2_FERFK
tr|A8A8U4|A8A8U4_IGNH4,tr|H9ZZM6|H9ZZM6_FERFK
tr|A8A8X2|A8A8X2_IGNH4,tr|I0A1R9|I0A1R9_FERFK
tr|A8ACF9|A8ACF9_IGNH4,tr|I0A1G8|I0A1G8_FERFK
tr|A8ABS1|A8ABS1_IGNH4,tr|I0A0H8|I0A0H8_FERFK
sp|A8AC05|SUI1_IGNH4,tr|I0A1S8|I0A1S8_FERFK
tr|A8AAS8|A8AAS8_IGNH4,tr|I0A2C7|I0A2C7_FERFK
tr|A8A8E4|A8A8E4_IGNH4,tr|I0A2P9|I0A2P9_FERFK
tr|A8ABW1|A8ABW1_IGNH4,tr|I0A2L6|I0A2L6_FERFK
tr|A8ABF3|A8ABF3_IGNH4,tr|I0A0N5|I0A0N5_FERFK
tr|A8ABK2|A8ABK2_IGNH4,tr|I0A2B8|I0A2B8_FERFK
tr|A8A9E5|A8A9E5_IGNH4,tr|I0A0F7|I0A0F7_FERFK
sp|A8A952|RS27A_IGNH4,tr|I0A2W5|I0A2W5_FERFK
tr|A8ABP0|A8ABP0_IGNH4,tr|I0A233|I0A233_FERFK
tr|A8AAL8|A8AAL8_IGNH4,tr|I0A1I1|I0A1I1_FERFK
tr|A8AA49|A8AA49_IGNH4,tr|I0A1X1|I0A1X1_FERFK
tr|A8A9S5|A8A9S5_IGNH4,tr|I0A2G9|I0A2G9_FERFK
tr|A8ABP7|A8ABP7_IGNH4,tr|H9ZZE4|H9ZZE4_FERFK
tr|A8AAD2|A8AAD2_IGNH4,tr|H9ZZT0|H9ZZT0_FERFK
tr|A8AC26|A8AC26_IGNH4,tr|H9ZZF5|H9ZZF5_FERFK
tr|A8A9R3|A8A9R3_IGNH4,tr|I0A1X7|I0A1X7_FERFK
tr|A8AA08|A8AA08_IGNH4,tr|I0A0U8|I0A0U8_FERFK
tr|A8ABF7|A8ABF7_IGNH4,tr|I0A2G8|I0A2G8_FERFK
tr|A8AB54|A8AB54_IGNH4,tr|I0A122|I0A122_FERFK
tr|A8A9C3|A8A9C3_IGNH4,tr|I0A295|I0A295_FERFK
tr|A8AAN5|A8AAN5_IGNH4,tr|H9ZZ79|H9ZZ79_FERFK
tr|A8A9T6|A8A9T6_IGNH4,tr|H9ZZJ7|H9ZZJ7_FERFK
tr|A8A8U9|A8A8U9_IGNH4,tr|I0A2J0|I0A2J0_FERFK
tr|A8ABG5|A8ABG5_IGNH4,tr|I0A183|I0A183_FERFK
tr|A8AB85|A8AB85_IGNH4,tr|I0A2A6|I0A2A6_FERFK
tr|A8ABP2|A8ABP2_IGNH4,tr|I0A0D6|I0A0D6_FERFK
tr|A8AC13|A8AC13_IGNH4,tr|I0A1Y5|I0A1Y5_FERFK
tr|A8AAV4|A8AAV4_IGNH4,tr|I0A1W1|I0A1W1_FERFK
tr|A8A9X8|A8A9X8_IGNH4,tr|I0A2M4|I0A2M4_FERFK
tr|A8A9Q9|A8A9Q9_IGNH4,tr|I0A229|I0A229_FERFK
tr|A8ABB6|A8ABB6_IGNH4,tr|I0A201|I0A201_FERFK
sp|A8A8X0|RS2_IGNH4,tr|I0A0E2|I0A0E2_FERFK
tr|A8AAW3|A8AAW3_IGNH4,tr|I0A2T7|I0A2T7_FERFK
tr|A8A9N4|A8A9N4_IGNH4,tr|I0A143|I0A143_FERFK
tr|A8A8R4|A8A8R4_IGNH4,tr|H9ZZR1|H9ZZR1_FERFK
sp|A8AAN4|IDI2_IGNH4,tr|I0A0D8|I0A0D8_FERFK
tr|A8A8I1|A8A8I1_IGNH4,tr|I0A215|I0A215_FERFK
tr|A8A9F6|A8A9F6_IGNH4,tr|I0A1N9|I0A1N9_FERFK
sp|A8A9M3|PURP_IGNH4,tr|I0A0Q1|I0A0Q1_FERFK
tr|A8A9A9|A8A9A9_IGNH4,tr|H9ZZB7|H9ZZB7_FERFK
tr|A8A9T8|A8A9T8_IGNH4,tr|I0A2F9|I0A2F9_FERFK
tr|A8ABI3|A8ABI3_IGNH4,tr|I0A2G1|I0A2G1_FERFK
tr|A8A8Y7|A8A8Y7_IGNH4,tr|I0A0L8|I0A0L8_FERFK
tr|A8A8T3|A8A8T3_IGNH4,tr|I0A1X4|I0A1X4_FERFK
tr|A8ABF1|A8ABF1_IGNH4,tr|I0A0A7|I0A0A7_FERFK
tr|A8AC25|A8AC25_IGNH4,tr|I0A1M8|I0A1M8_FERFK
tr|A8A8Z4|A8A8Z4_IGNH4,tr|H9ZZT2|H9ZZT2_FERFK
tr|A8AC54|A8AC54_IGNH4,tr|I0A000|I0A000_FERFK
tr|A8A8E8|A8A8E8_IGNH4,tr|H9ZZF8|H9ZZF8_FERFK
sp|A8AC96|TF2B_IGNH4,tr|I0A1S7|I0A1S7_FERFK
sp|A8AAJ1|FAU1_IGNH4,tr|H9ZZH3|H9ZZH3_FERFK
tr|A8AAZ0|A8AAZ0_IGNH4,tr|I0A0G8|I0A0G8_FERFK
tr|A8AA45|A8AA45_IGNH4,tr|I0A238|I0A238_FERFK
tr|A8A8R7|A8A8R7_IGNH4,tr|I0A089|I0A089_FERFK
tr|A8A9P8|A8A9P8_IGNH4,tr|I0A027|I0A027_FERFK
tr|A8ABU3|A8ABU3_IGNH4,tr|I0A197|I0A197_FERFK
tr|A8A9W6|A8A9W6_IGNH4,tr|H9ZZF9|H9ZZF9_FERFK
tr|A8AC68|A8AC68_IGNH4,tr|I0A1S6|I0A1S6_FERFK
tr|A8AAN1|A8AAN1_IGNH4,tr|I0A2S2|I0A2S2_FERFK
tr|A8AAV5|A8AAV5_IGNH4,tr|H9ZZU9|H9ZZU9_FERFK
tr|A8AB43|A8AB43_IGNH4,tr|I0A0K5|I0A0K5_FERFK
sp|A8AAG3|PYRH_IGNH4,tr|I0A1V8|I0A1V8_FERFK
tr|A8AAW4|A8AAW4_IGNH4,tr|I0A2S5|I0A2S5_FERFK
tr|A8AAP9|A8AAP9_IGNH4,tr|H9ZZ83|H9ZZ83_FERFK
tr|A8AB75|A8AB75_IGNH4,tr|I0A283|I0A283_FERFK
tr|A8ACB5|A8ACB5_IGNH4,tr|I0A163|I0A163_FERFK
sp|A8A929|RS12_IGNH4,tr|I0A0T0|I0A0T0_FERFK
tr|A8ABX5|A8ABX5_IGNH4,tr|I0A2M7|I0A2M7_FERFK
tr|A8ABK6|A8ABK6_IGNH4,tr|I0A2T9|I0A2T9_FERFK
tr|A8A909|A8A909_IGNH4,tr|H9ZZW2|H9ZZW2_FERFK
tr|A8ABF9|A8ABF9_IGNH4,tr|I0A2N4|I0A2N4_FERFK
tr|A8AA07|A8AA07_IGNH4,tr|I0A281|I0A281_FERFK
tr|A8A8Q9|A8A8Q9_IGNH4,tr|I0A294|I0A294_FERFK
tr|A8ABZ5|A8ABZ5_IGNH4,tr|I0A2N2|I0A2N2_FERFK
tr|A8AC89|A8AC89_IGNH4,tr|I0A0C3|I0A0C3_FERFK
tr|A8AAJ5|A8AAJ5_IGNH4,tr|I0A271|I0A271_FERFK
tr|A8AC21|A8AC21_IGNH4,tr|I0A301|I0A301_FERFK
tr|A8AAP3|A8AAP3_IGNH4,tr|I0A2X5|I0A2X5_FERFK
tr|A8A988|A8A988_IGNH4,tr|H9ZZD0|H9ZZD0_FERFK
tr|A8AC34|A8AC34_IGNH4,tr|I0A1S0|I0A1S0_FERFK
