Hit_ID,Query_ID
AAS63305,ABX87828
AAS63306,ABX87066
AAS63307,ABX86986
AAS63308,ABX87429
AAS63309,ABX87574
AAS60524,ABX86932
AAS63656,ABX86443
AAS63655,ABX88591
AAS63654,ABX87807
AAS63653,ABX85350
AAS63652,ABX85077
AAS63651,ABX86517
AAS63650,ABX87600
AAS63648,ABX85398
AAS63647,ABX87344
AAS63646,ABX86774
AAS63645,ABX88424
AAS63644,ABX85717
AAS63643,ABX85300
AAS63642,ABX86561
AAS63641,ABX86143
AAS63640,ABX87436
AAS63639,ABX87014
AAS63638,ABX87413
AAS63637,ABX85080
AAS63636,ABX88465
AAS63631,ABX88638
AAS63635,ABX88042
AAS63633,ABX85064
AAS63632,ABX87430
AAS63626,ABX86855
AAS63625,ABX86016
AAS63622,ABX86651
AAS63621,ABX85744
AAS61599,ABX85242
AAS63617,ABX86750
AAS63616,ABX87093
AAS63615,ABX86001
AAS63614,ABX84884
AAS63613,ABX88431
AAS63612,ABX86649
AAS63611,ABX85694
AAS63610,ABX87460
AAS63609,ABX88136
AAS63608,ABX85408
AAS63606,ABX85977
AAS63605,ABX86059
AAS63231,ABX86536
AAS63229,ABX87454
AAS63228,ABX86832
AAS63227,ABX87123
AAS63226,ABX87778
AAS63225,ABX88271
AAS63224,ABX87829
AAS63223,ABX88278
AAS63222,ABX87755
AAS63221,ABX85453
AAS63220,ABX85047
AAS63219,ABX85843
AAS63218,ABX86957
AAS63217,ABX86619
AAS63216,ABX87618
AAS63215,ABX87089
AAS63214,ABX88673
AAS63213,ABX88117
AAS63212,ABX87844
AAS63211,ABX87685
AAS63210,ABX85715
AAS63209,ABX85293
AAS63208,ABX86545
AAS63206,ABX86111
AAS63205,ABX86369
AAS63204,ABX85822
AAS63203,ABX87717
AAS63202,ABX87192
AAS63201,ABX84912
AAS63200,ABX88281
AAS63199,ABX88083
AAS63197,ABX86581
AAS63196,ABX84896
AAS63195,ABX86474
AAS63194,ABX86254
AAS63193,ABX87668
AAS61834,ABX86507
AAS63192,ABX86839
AAS63190,ABX85025
AAS63189,ABX86163
AAS63188,ABX85860
AAS63566,ABX86506
AAS63186,ABX88421
AAS63185,ABX87893
AAS63184,ABX86728
AAS63183,ABX85116
AAS63182,ABX85619
AAS63181,ABX87860
AAS63180,ABX87957
AAS63179,ABX85608
AAS63178,ABX85158
AAS63177,ABX86727
AAS63176,ABX86309
AAS63175,ABX85888
AAS63174,ABX87380
AAS63173,ABX87772
AAS63171,ABX85553
AAS63169,ABX85044
AAS63168,ABX88606
AAS63167,ABX88164
AAS63166,ABX85767
AAS63164,ABX84908
AAS63163,ABX86397
AAS63162,ABX87032
AAS63161,ABX88231
AAS63160,ABX87803
AAS63159,ABX85773
AAS63158,ABX85987
AAS63157,ABX86524
AAS63155,ABX87402
AAS63154,ABX88649
AAS63153,ABX88317
AAS63152,ABX86449
AAS63150,ABX87148
AAS63149,ABX87363
AAS63148,ABX88419
AAS63147,ABX85091
AAS63146,ABX85484
AAS63145,ABX86754
AAS63144,ABX87090
AAS63143,ABX86901
AAS63142,ABX87340
AAS63141,ABX86134
AAS63140,ABX85961
AAS63139,ABX87154
AAS63138,ABX88618
AAS63137,ABX87135
AAS63134,ABX86000
AAS63133,ABX86410
AAS63132,ABX84931
AAS61323,ABX85129
AAS61325,ABX88284
AAS61326,ABX87843
AAS61328,ABX87290
AAS61329,ABX86915
AAS61330,ABX86326
AAS61331,ABX84873
AAS61336,ABX87417
AAS61335,ABX88571
AAS61334,ABX88276
AAS61333,ABX85065
AAS61332,ABX86260
AAS62584,ABX86897
AAS62585,ABX87695
AAS62586,ABX86882
AAS62587,ABX87319
AAS62588,ABX87877
AAS62589,ABX86473
AAS62590,ABX86795
AAS62591,ABX86281
AAS62592,ABX86693
AAS62593,ABX85168
AAS62594,ABX85571
AAS62595,ABX88055
AAS62596,ABX88478
AAS62597,ABX88272
AAS62598,ABX87978
AAS62599,ABX86639
AAS62600,ABX86943
AAS62601,ABX85339
AAS62602,ABX87201
AAS62603,ABX85909
AAS62604,ABX86302
AAS62605,ABX85406
AAS62606,ABX88171
AAS62607,ABX87924
AAS62608,ABX87285
AAS62609,ABX86869
AAS62610,ABX86730
AAS62611,ABX86085
AAS62612,ABX85642
AAS62613,ABX85387
AAS62614,ABX88193
AAS62615,ABX87776
AAS62616,ABX88549
AAS62617,ABX88190
AAS62618,ABX87663
AAS62619,ABX86395
AAS62621,ABX85838
AAS62622,ABX85036
AAS62623,ABX88323
AAS62624,ABX87137
AAS62625,ABX85938
AAS62626,ABX85172
AAS62627,ABX85567
AAS62629,ABX86688
AAS62630,ABX86356
AAS62631,ABX86786
AAS62632,ABX87427
AAS62633,ABX87788
AAS62634,ABX87164
AAS62635,ABX86709
AAS62636,ABX85824
AAS62637,ABX86399
AAS62471,ABX88057
AAS62472,ABX88345
AAS62917,ABX86287
AAS62922,ABX86949
AAS62924,ABX87511
AAS62925,ABX88149
AAS62926,ABX86881
AAS62927,ABX84968
AAS62928,ABX85374
AAS62929,ABX86418
AAS62930,ABX87536
AAS62931,ABX86114
AAS62932,ABX87339
AAS62933,ABX87797
AAS62934,ABX85320
AAS62935,ABX85731
AAS62936,ABX86149
AAS62937,ABX86543
AAS62938,ABX87567
AAS62940,ABX87433
AAS62763,ABX87630
AAS62762,ABX88378
AAS62761,ABX86438
AAS62760,ABX86014
AAS62759,ABX85353
AAS62758,ABX84960
AAS62756,ABX88152
AAS62755,ABX85643
AAS62754,ABX86484
AAS62753,ABX85106
AAS62752,ABX87605
AAS62751,ABX86113
AAS62750,ABX88165
AAS62749,ABX88615
AAS62748,ABX85138
AAS62747,ABX87753
AAS62746,ABX85541
AAS62744,ABX85370
AAS62743,ABX88692
AAS63276,ABX88429
AAS63275,ABX88074
AAS63274,ABX87661
AAS63273,ABX87252
AAS63272,ABX86537
AAS63270,ABX86078
AAS63269,ABX86856
AAS63268,ABX86426
AAS63267,ABX88255
AAS63266,ABX87743
AAS63265,ABX85710
AAS63264,ABX85177
AAS63263,ABX85402
AAS63262,ABX84924
AAS63261,ABX85892
AAS63310,ABX86330
AAS63311,ABX85868
AAS63312,ABX87642
AAS63313,ABX88481
AAS63314,ABX87320
AAS63315,ABX88051
AAS63316,ABX87927
AAS63317,ABX85329
AAS63318,ABX88402
AAS63319,ABX87878
AAS63320,ABX85173
AAS63321,ABX88490
AAS63322,ABX85855
AAS63323,ABX85700
AAS63324,ABX86954
AAS63325,ABX86293
AAS63326,ABX87573
AAS63327,ABX88141
AAS63328,ABX86272
AAS63329,ABX87572
AAS63330,ABX88348
AAS63331,ABX85449
AAS63332,ABX85048
AAS63333,ABX86332
AAS63334,ABX85911
AAS63335,ABX86744
AAS63336,ABX85957
AAS63337,ABX87552
AAS63339,ABX87238
AAS63340,ABX86380
AAS63341,ABX85864
AAS63343,ABX85529
AAS63344,ABX85005
AAS63345,ABX87971
AAS63346,ABX88018
AAS63347,ABX88611
AAS63348,ABX85835
AAS63349,ABX86387
AAS63350,ABX84995
AAS63351,ABX85517
AAS63352,ABX85566
AAS63353,ABX88163
AAS63354,ABX88358
AAS63355,ABX87117
AAS63356,ABX87981
AAS63357,ABX88110
AAS63358,ABX85007
AAS63359,ABX86476
AAS63362,ABX87819
AAS63363,ABX85727
AAS63364,ABX88250
AAS63365,ABX86127
AAS63366,ABX86557
AAS63367,ABX87395
AAS63368,ABX86988
AAS63369,ABX88218
AAS63370,ABX87783
AAS63371,ABX85695
AAS63372,ABX85256
AAS63373,ABX86534
AAS63374,ABX85223
AAS63375,ABX85409
AAS63377,ABX86831
AAS63378,ABX87372
AAS63379,ABX85090
AAS63380,ABX85616
AAS63381,ABX85552
AAS63382,ABX87747
AAS63383,ABX85620
AAS63384,ABX86072
AAS63385,ABX86705
AAS63386,ABX86268
AAS63387,ABX85622
AAS63389,ABX86872
AAS63391,ABX86390
AAS63392,ABX84915
AAS63393,ABX87659
AAS63394,ABX86214
AAS63395,ABX88542
AAS63396,ABX87072
AAS63397,ABX85055
AAS63398,ABX85491
AAS63399,ABX85066
AAS63400,ABX84936
AAS63401,ABX87345
AAS63403,ABX86793
AAS63404,ABX88516
AAS63405,ABX87944
AAS63406,ABX85724
AAS60481,ABX84886
AAS60482,ABX86239
AAS60483,ABX86028
AAS60484,ABX85212
AAS60485,ABX88384
AAS60486,ABX87738
AAS60487,ABX86955
AAS60488,ABX86285
AAS60489,ABX86575
AAS60490,ABX86155
AAS60491,ABX85286
AAS60493,ABX88523
AAS60494,ABX87820
AAS60495,ABX86822
AAS60496,ABX85863
AAS60497,ABX86386
AAS60498,ABX85013
AAS60499,ABX85535
AAS60500,ABX88442
AAS60502,ABX87094
AAS60503,ABX87589
AAS60505,ABX86167
AAS60506,ABX85211
AAS60507,ABX86863
AAS60508,ABX87299
AAS60509,ABX86258
AAS60510,ABX85153
AAS60511,ABX87846
AAS60512,ABX86811
AAS60513,ABX86835
AAS60514,ABX87362
AAS60515,ABX86223
AAS60516,ABX85024
AAS60517,ABX87188
AAS60518,ABX88472
AAS60519,ABX84983
AAS60520,ABX88046
AAS60521,ABX85898
AAS60522,ABX86315
AAS63259,ABX85578
AAS63258,ABX85890
AAS63257,ABX86252
AAS60700,ABX86984
AAS60701,ABX86792
AAS60702,ABX85357
AAS60703,ABX84878
AAS60704,ABX86440
AAS60705,ABX85639
AAS60706,ABX87047
AAS60707,ABX86753
AAS60708,ABX88097
AAS60709,ABX87333
AAS60710,ABX86178
AAS60711,ABX86950
AAS60712,ABX87480
AAS60715,ABX86378
AAS60716,ABX85232
AAS60717,ABX85776
AAS60718,ABX87991
AAS60719,ABX88545
AAS60720,ABX88329
AAS60721,ABX87023
AAS60722,ABX85815
AAS60723,ABX85548
AAS60724,ABX85011
AAS60725,ABX88557
AAS60726,ABX88005
AAS60727,ABX87716
AAS60728,ABX85845
AAS60729,ABX85472
AAS60730,ABX85184
AAS60732,ABX85432
AAS60734,ABX88369
AAS60736,ABX86341
AAS60737,ABX85867
AAS60815,ABX87703
AAS60814,ABX87183
AAS60812,ABX86372
AAS60810,ABX85714
AAS60809,ABX84871
AAS60808,ABX87840
AAS60807,ABX86699
AAS60806,ABX86401
AAS60805,ABX86094
AAS60804,ABX87502
AAS60803,ABX87216
AAS60802,ABX88595
AAS60801,ABX85416
AAS60800,ABX84907
AAS60799,ABX86512
AAS60798,ABX85894
AAS60797,ABX85002
AAS60796,ABX85388
AAS60795,ABX88383
AAS60794,ABX87024
AAS60793,ABX87687
AAS60791,ABX86159
AAS60790,ABX85307
AAS60789,ABX85735
AAS60788,ABX85471
AAS60787,ABX87837
AAS60786,ABX86126
AAS60785,ABX85770
AAS60784,ABX85248
AAS60783,ABX88314
AAS60782,ABX87734
AAS60780,ABX86595
AAS60779,ABX86121
AAS60778,ABX85559
AAS60776,ABX85310
AAS60775,ABX84890
AAS60774,ABX85303
AAS60772,ABX85732
AAS60771,ABX88093
AAS60770,ABX88504
AAS60769,ABX87002
AAS60768,ABX87446
AAS60767,ABX85901
AAS60766,ABX86325
AAS60764,ABX86732
AAS60763,ABX84905
AAS60762,ABX86253
AAS60759,ABX86779
AAS60758,ABX87486
AAS60757,ABX85213
AAS60756,ABX85326
AAS60755,ABX86722
AAS60754,ABX84872
AAS60753,ABX85270
AAS60752,ABX87902
AAS60751,ABX87050
AAS60750,ABX86492
AAS60749,ABX85640
AAS60748,ABX88296
AAS60747,ABX87746
AAS60746,ABX87064
AAS60745,ABX88640
AAS60744,ABX87575
AAS63822,ABX86018
AAS63823,ABX87852
AAS63824,ABX88071
AAS63825,ABX87710
AAS63826,ABX87206
AAS63827,ABX87786
AAS63828,ABX88330
AAS63829,ABX85132
AAS63830,ABX86220
AAS63831,ABX86746
AAS63832,ABX88587
AAS63833,ABX86854
AAS63834,ABX85335
AAS63835,ABX87946
AAS63836,ABX87325
AAS63837,ABX86859
AAS63838,ABX87287
AAS63840,ABX88599
AAS63841,ABX87808
AAS63842,ABX85565
AAS63843,ABX85257
AAS63844,ABX86428
AAS63845,ABX85713
AAS63846,ABX85290
AAS63847,ABX87920
AAS63850,ABX87121
AAS63851,ABX86432
AAS63852,ABX86033
AAS63853,ABX85500
AAS63854,ABX87641
AAS63856,ABX87796
AAS63857,ABX86213
AAS63858,ABX85644
AAS63859,ABX85264
AAS63860,ABX88375
AAS63861,ABX88573
AAS63862,ABX87289
AAS63863,ABX86891
AAS63864,ABX87760
AAS63865,ABX85367
AAS63866,ABX87666
AAS63867,ABX87250
AAS63868,ABX86317
AAS63869,ABX85893
AAS63870,ABX85875
AAS63871,ABX85445
AAS63873,ABX87999
AAS63874,ABX87943
AAS63875,ABX85197
AAS63876,ABX85601
AAS63877,ABX87861
AAS63878,ABX88373
AAS63879,ABX87934
AAS63880,ABX87302
AAS63881,ABX86885
AAS63882,ABX86191
AAS63883,ABX86259
AAS63884,ABX85831
AAS63885,ABX86643
AAS63886,ABX85483
AAS63887,ABX85781
AAS63888,ABX85133
AAS63889,ABX88309
AAS63890,ABX88145
AAS63891,ABX87383
AAS63892,ABX86979
AAS63893,ABX85458
AAS63894,ABX85052
AAS63895,ABX86234
AAS63896,ABX85680
AAS63898,ABX88318
AAS63899,ABX87465
AAS63900,ABX86918
AAS63901,ABX87207
AAS63902,ABX86637
AAS63903,ABX86400
AAS63904,ABX85795
AAS63905,ABX85946
AAS63906,ABX88433
AAS63907,ABX87560
AAS63908,ABX88668
AAS63909,ABX84874
AAS63910,ABX85413
AAS63912,ABX85939
AAS63913,ABX86467
AAS63914,ABX87889
AAS63916,ABX84867
AAS63917,ABX87181
AAS63918,ABX87718
AAS63919,ABX88014
AAS63920,ABX88528
AAS63921,ABX85078
AAS63922,ABX85378
AAS63923,ABX85840
AAS63924,ABX86597
AAS63925,ABX85220
AAS63926,ABX85111
AAS63927,ABX88312
AAS63928,ABX85637
AAS63929,ABX86972
AAS63930,ABX86775
AAS63931,ABX87445
AAS63932,ABX88498
AAS63933,ABX87371
AAS63934,ABX86909
AAS60667,ABX85599
AAS60666,ABX85181
AAS60665,ABX87804
AAS60664,ABX88214
AAS60662,ABX88517
AAS60661,ABX88439
AAS60660,ABX88566
AAS60659,ABX86355
AAS60658,ABX85928
AAS60657,ABX85506
AAS60656,ABX88521
AAS60654,ABX87235
AAS60652,ABX85812
AAS60651,ABX84999
AAS60650,ABX88457
AAS60649,ABX87836
AAS60648,ABX87394
AAS60647,ABX85635
AAS63569,ABX87713
AAS60646,ABX86843
AAS60645,ABX87318
AAS60644,ABX87904
AAS60643,ABX88337
AAS60642,ABX85475
AAS60641,ABX86132
AAS60640,ABX86765
AAS60639,ABX87092
AAS60638,ABX88037
AAS60637,ABX88484
AAS60636,ABX86489
AAS60635,ABX84964
AAS60634,ABX85906
AAS60633,ABX86300
AAS60631,ABX86670
AAS60630,ABX86297
AAS60629,ABX85595
AAS60627,ABX85964
AAS60626,ABX86382
AAS60625,ABX87267
AAS60624,ABX86229
AAS60623,ABX88586
AAS60621,ABX88079
AAS60620,ABX86228
AAS60618,ABX88425
AAS60617,ABX87871
AAS60616,ABX85385
AAS60615,ABX86360
AAS60614,ABX85798
AAS60613,ABX87683
AAS60612,ABX87482
AAS60611,ABX86209
AAS60610,ABX87802
AAS60609,ABX88206
AAS60608,ABX88480
AAS60607,ABX87504
AAS60606,ABX85706
AAS60605,ABX87616
AAS60604,ABX86616
AAS60603,ABX85296
AAS60602,ABX85503
AAS60601,ABX88041
AAS60600,ABX88232
AAS60599,ABX87033
AAS60598,ABX86251
AAS60597,ABX86690
AAS60596,ABX86232
AAS60595,ABX85119
AAS60594,ABX87593
AAS60592,ABX86804
AAS60591,ABX87356
AAS60589,ABX87732
AAS60588,ABX86538
AAS60587,ABX88050
AAS60586,ABX87850
AAS60585,ABX87449
AAS60584,ABX86825
AAS60583,ABX86243
AAS60581,ABX85588
AAS60580,ABX86579
AAS60579,ABX88548
AAS60578,ABX84972
AAS60577,ABX85369
AAS60576,ABX87913
AAS60575,ABX88576
AAS60574,ABX86646
AAS60573,ABX87217
AAS60572,ABX85755
AAS60571,ABX88310
AAS60570,ABX88694
AAS60569,ABX87187
AAS60568,ABX86904
AAS60567,ABX85497
AAS60566,ABX88056
AAS60565,ABX88496
AAS60564,ABX87562
AAS60563,ABX86657
AAS60562,ABX86736
AAS60561,ABX87348
AAS60560,ABX88400
AAS60559,ABX85626
AAS60558,ABX85096
AAS60557,ABX86748
AAS60556,ABX85885
AAS60555,ABX86626
AAS60554,ABX85017
AAS60553,ABX85756
AAS60552,ABX87825
AAS60551,ABX87189
AAS60550,ABX86982
AAS60549,ABX87498
AAS60548,ABX87863
AAS60547,ABX88438
AAS60546,ABX88473
AAS60544,ABX86247
AAS60543,ABX86290
AAS60542,ABX84987
AAS60541,ABX85526
AAS60540,ABX85803
AAS60539,ABX87428
AAS60538,ABX86965
AAS60537,ABX86611
AAS60536,ABX86080
AAS60535,ABX87507
AAS60534,ABX86925
AAS60533,ABX88213
AAS60532,ABX87794
AAS60530,ABX85323
AAS60529,ABX87547
AAS60528,ABX88122
AAS63128,ABX87381
AAS63127,ABX86845
AAS63126,ABX86546
AAS63125,ABX86005
AAS63123,ABX86349
AAS63122,ABX85602
AAS63121,ABX85308
AAS63120,ABX88036
AAS63119,ABX88594
AAS63118,ABX86488
AAS63116,ABX86519
AAS63114,ABX86499
AAS63113,ABX87118
AAS63112,ABX87515
AAS63111,ABX88155
AAS63110,ABX88187
AAS63109,ABX88607
AAS63108,ABX85359
AAS63107,ABX86029
AAS63105,ABX86222
AAS63103,ABX88563
AAS63101,ABX86025
AAS63099,ABX84988
AAS63098,ABX87538
AAS63097,ABX87707
AAS63096,ABX87168
AAS63095,ABX85846
AAS63092,ABX87264
AAS63091,ABX86284
AAS63090,ABX86691
AAS63088,ABX88488
AAS63087,ABX88068
AAS63086,ABX87667
AAS63084,ABX87239
AAS63083,ABX88413
AAS63081,ABX86762
AAS63079,ABX85171
AAS63078,ABX85174
AAS63077,ABX85600
AAS63076,ABX88451
AAS63075,ABX86847
AAS63074,ABX86250
AAS63073,ABX85155
AAS63072,ABX85485
AAS63071,ABX85071
AAS63070,ABX86319
AAS63069,ABX85830
AAS63945,ABX87241
AAS63946,ABX88617
AAS63948,ABX88078
AAS63949,ABX88080
AAS63950,ABX86175
AAS63951,ABX85659
AAS63952,ABX87353
AAS63953,ABX86734
AAS63954,ABX85144
AAS63956,ABX85654
AAS63957,ABX87862
AAS63958,ABX88404
AAS63959,ABX86737
AAS63960,ABX87292
AAS63961,ABX85629
AAS63962,ABX85287
AAS63964,ABX85995
AAS63965,ABX86075
AAS63966,ABX87393
AAS63967,ABX86992
AAS63968,ABX88248
AAS63970,ABX86263
AAS63971,ABX85341
AAS63972,ABX87853
AAS63973,ABX87202
AAS63974,ABX87714
AAS63975,ABX87297
AAS63976,ABX85945
AAS63977,ABX86471
AAS63978,ABX85139
AAS63979,ABX85660
AAS63980,ABX88143
AAS63982,ABX86202
AAS63983,ABX86718
AAS63984,ABX85095
AAS63985,ABX87859
AAS63986,ABX88302
AAS63987,ABX86819
AAS63988,ABX87253
AAS63989,ABX85623
AAS63990,ABX86176
AAS63991,ABX86427
AAS63992,ABX87080
AAS63993,ABX87026
AAS63994,ABX88156
AAS63995,ABX88555
AAS63996,ABX87576
AAS63997,ABX86158
AAS60422,ABX88293
AAS63998,ABX87255
AAS63999,ABX84966
AAS64000,ABX87456
AAS64001,ABX87728
AAS64002,ABX87200
AAS64003,ABX88561
AAS64004,ABX86362
AAS64006,ABX85827
AAS64007,ABX85546
AAS64009,ABX85073
AAS64010,ABX86049
AAS64011,ABX85884
AAS64012,ABX88260
AAS64013,ABX88135
AAS64014,ABX85362
AAS64015,ABX84942
AAS64017,ABX86342
AAS64018,ABX84945
AAS64019,ABX85489
AAS64020,ABX87942
AAS64021,ABX85817
AAS64022,ABX86240
AAS64023,ABX84996
AAS64024,ABX85391
AAS64025,ABX88007
AAS64027,ABX88500
AAS64028,ABX85194
AAS64029,ABX85473
AAS64030,ABX85807
AAS64031,ABX87595
AAS64032,ABX88132
AAS64033,ABX88666
AAS64034,ABX85787
AAS64035,ABX85965
AAS64036,ABX87368
AAS64037,ABX87723
AAS64038,ABX88240
AAS64040,ABX88583
AAS64041,ABX88144
AAS64042,ABX85554
AAS64043,ABX85149
AAS64044,ABX87400
AAS64045,ABX86990
AAS64046,ABX87664
AAS64048,ABX86981
AAS64049,ABX88474
AAS64051,ABX85063
AAS64052,ABX85305
AAS64053,ABX85856
AAS64054,ABX86026
AAS64055,ABX86394
AAS64056,ABX86459
AAS64057,ABX86857
AAS64058,ABX87070
AAS64059,ABX87960
AAS64060,ABX87323
AAS64061,ABX88194
AAS64062,ABX88590
AAS64063,ABX85154
AAS64064,ABX86120
AAS64065,ABX86022
AAS63942,ABX85948
AAS63941,ABX86558
AAS63938,ABX88168
AAS63937,ABX87640
AAS63936,ABX85841
AAS61085,ABX86627
AAS61086,ABX85569
AAS61087,ABX86838
AAS61088,ABX87415
AAS61089,ABX86068
AAS61090,ABX88537
AAS61091,ABX87998
AAS61092,ABX85502
AAS61093,ABX85037
AAS61094,ABX86735
AAS61095,ABX87963
AAS61096,ABX87596
AAS61097,ABX88264
AAS61098,ABX87822
AAS61099,ABX87579
AAS61100,ABX87017
AAS61101,ABX88435
AAS61102,ABX87873
AAS61103,ABX87365
AAS61104,ABX86801
AAS61105,ABX87125
AAS61106,ABX86446
AAS61107,ABX87519
AAS61109,ABX86994
AAS61110,ABX88588
AAS61111,ABX88133
AAS61113,ABX88675
AAS61114,ABX86505
AAS61118,ABX85936
AAS61119,ABX87019
AAS61121,ABX84903
AAS61122,ABX85414
AAS61123,ABX85668
AAS61124,ABX84935
AAS61125,ABX88454
AAS61126,ABX88038
AAS61127,ABX86889
AAS60819,ABX87065
AAS60739,ABX87815
AAS60740,ABX86314
AAS60741,ABX84980
AAS60742,ABX87604
AAS60743,ABX85951
AAS61174,ABX88082
AAS61175,ABX85523
AAS61176,ABX88531
AAS61177,ABX88020
AAS61178,ABX87614
AAS61179,ABX85059
AAS61180,ABX86301
AAS61181,ABX88280
AAS61182,ABX87752
AAS61184,ABX87505
AAS61185,ABX88462
AAS61186,ABX86164
AAS61187,ABX87638
AAS61188,ABX85299
AAS61189,ABX86345
AAS61190,ABX87818
AAS61191,ABX85493
AAS61192,ABX86249
AAS61194,ABX87735
AAS61195,ABX86478
AAS61196,ABX85937
AAS61197,ABX88646
AAS61198,ABX85145
AAS61199,ABX86583
AAS61200,ABX85973
AAS61201,ABX85697
AAS61202,ABX85123
AAS61203,ABX88279
AAS61204,ABX88600
AAS61205,ABX87483
AAS61206,ABX86823
AAS61207,ABX86921
AAS61208,ABX86456
AAS61209,ABX85492
AAS61210,ABX85647
AAS61211,ABX87748
AAS61212,ABX88249
AAS61213,ABX84970
AAS61214,ABX85736
AAS61215,ABX85594
AAS61216,ABX86678
AAS61217,ABX87341
AAS61218,ABX87669
AAS61319,ABX86530
AAS61317,ABX85009
AAS61315,ABX87907
AAS61314,ABX87766
AAS61313,ABX88188
AAS61312,ABX87675
AAS61308,ABX88201
AAS61307,ABX85246
AAS61305,ABX87984
AAS61304,ABX87149
AAS61303,ABX86956
AAS61302,ABX85510
AAS61301,ABX88426
AAS61300,ABX85942
AAS61299,ABX86490
AAS61298,ABX84895
AAS61297,ABX85395
AAS61296,ABX88624
AAS61295,ABX85678
AAS61294,ABX87447
AAS61293,ABX87961
AAS61292,ABX85679
AAS61291,ABX87769
AAS61290,ABX87268
AAS61289,ABX87671
AAS61288,ABX85247
AAS61287,ABX88017
AAS61285,ABX87276
AAS61284,ABX85661
AAS61283,ABX87779
AAS61282,ABX85125
AAS61281,ABX85627
AAS61280,ABX86182
AAS61279,ABX86606
AAS61278,ABX86818
AAS61277,ABX87473
AAS61276,ABX87584
AAS61275,ABX88357
AAS61274,ABX85468
AAS61273,ABX88509
AAS61272,ABX86150
AAS61271,ABX85443
AAS61270,ABX86971
AAS61269,ABX86292
AAS61268,ABX85046
AAS61267,ABX85910
AAS61266,ABX85235
AAS61265,ABX86205
AAS61264,ABX86866
AAS61263,ABX88204
AAS61261,ABX85638
AAS61260,ABX85289
AAS61259,ABX86570
AAS61258,ABX87021
AAS61257,ABX88123
AAS61256,ABX88678
AAS61254,ABX86091
AAS61253,ABX86647
AAS61252,ABX86460
AAS61251,ABX87962
AAS61250,ABX88388
AAS61249,ABX85200
AAS61248,ABX86305
AAS61247,ABX86196
AAS61173,ABX88154
AAS61172,ABX85337
AAS61171,ABX85008
AAS61169,ABX86938
AAS61168,ABX87551
AAS61167,ABX85971
AAS61166,ABX86628
AAS61165,ABX84991
AAS61164,ABX85809
AAS61163,ABX86480
AAS61162,ABX84976
AAS61160,ABX88236
AAS61159,ABX85088
AAS61158,ABX85470
AAS61157,ABX86115
AAS61156,ABX86756
AAS61155,ABX87176
AAS61154,ABX86865
AAS61153,ABX87272
AAS61152,ABX86069
AAS61151,ABX86960
AAS61150,ABX88205
AAS61149,ABX87780
AAS61148,ABX85441
AAS61147,ABX85260
AAS61145,ABX86131
AAS61144,ABX85650
AAS61143,ABX85120
AAS61142,ABX86745
AAS61141,ABX85943
AAS61140,ABX88048
AAS61139,ABX87568
AAS61138,ABX88623
AAS61137,ABX86042
AAS61136,ABX85373
AAS61567,ABX85383
AAS61566,ABX87522
AAS61565,ABX85516
