Hit_ID,Query_ID
ABG12109,ABX86744
ABG12110,ABX85957
ABG12111,ABX87552
ABG12113,ABX87238
ABG12114,ABX86380
ABG12115,ABX85864
ABG12116,ABX85529
ABG12118,ABX85005
ABG12119,ABX87971
ABG12120,ABX88018
ABG12121,ABX88611
ABG12122,ABX85835
ABG12123,ABX86387
ABG12124,ABX84995
ABG12125,ABX85517
ABG12126,ABX85566
ABG12127,ABX88163
ABG12128,ABX88358
ABG12129,ABX87117
ABG12130,ABX87981
ABG12131,ABX88110
ABG12132,ABX85007
ABG12133,ABX86476
ABG12138,ABX87819
ABG12139,ABX85727
ABG12140,ABX88250
ABG12141,ABX86127
ABG12142,ABX86557
ABG12143,ABX87395
ABG12144,ABX86988
ABG12145,ABX88218
ABG12146,ABX87783
ABG12147,ABX85695
ABG12148,ABX85256
ABG12149,ABX86534
ABG12150,ABX85223
ABG12151,ABX85409
ABG12152,ABX86831
ABG12153,ABX87372
ABG12154,ABX85090
ABG12155,ABX85616
ABG12156,ABX85552
ABG12157,ABX87747
ABG12158,ABX85620
ABG12159,ABX86072
ABG12160,ABX86705
ABG12161,ABX86268
ABG12162,ABX85622
ABG12164,ABX86872
ABG12166,ABX86390
ABG12167,ABX84915
ABG12168,ABX87659
ABG12169,ABX86214
ABG12170,ABX88542
ABG12171,ABX87072
ABG12172,ABX85055
ABG12173,ABX85491
ABG12174,ABX85066
ABG12175,ABX84936
ABG12176,ABX87345
ABG12177,ABX86793
ABG12178,ABX88516
ABG12179,ABX87944
ABG12180,ABX85724
ABG15227,ABX84886
ABG15226,ABX86239
ABG15225,ABX86028
ABG15224,ABX85212
ABG15223,ABX88384
ABG15222,ABX87738
ABG15221,ABX86955
ABG15220,ABX86285
ABG15219,ABX86575
ABG15218,ABX86155
ABG15217,ABX85286
ABG15215,ABX88523
ABG15214,ABX87820
ABG15213,ABX86822
ABG15212,ABX85863
ABG15211,ABX86386
ABG15210,ABX85013
ABG15209,ABX85535
ABG15208,ABX88442
ABG15206,ABX87094
ABG15205,ABX87589
ABG15204,ABX86167
ABG15203,ABX85211
ABG15202,ABX86863
ABG15201,ABX87299
ABG15200,ABX86258
ABG15199,ABX85153
ABG15198,ABX87846
ABG15197,ABX86811
ABG15196,ABX86835
ABG15195,ABX87362
ABG15194,ABX86223
ABG15193,ABX85024
ABG15192,ABX87188
ABG15191,ABX88472
ABG15190,ABX84983
ABG15189,ABX88046
ABG15188,ABX85898
ABG15187,ABX86315
ABG11984,ABX85578
ABG11986,ABX85890
ABG11987,ABX86252
ABG15969,ABX86984
ABG15968,ABX86792
ABG15967,ABX85357
ABG15966,ABX84878
ABG15965,ABX86440
ABG15964,ABX85639
ABG15963,ABX87047
ABG15962,ABX86753
ABG15961,ABX88097
ABG15960,ABX87333
ABG15959,ABX86178
ABG15958,ABX86950
ABG15957,ABX87480
ABG15956,ABX85852
ABG15955,ABX86378
ABG15954,ABX85232
ABG15953,ABX85776
ABG15952,ABX87991
ABG15951,ABX88545
ABG15950,ABX88329
ABG15949,ABX87023
ABG15948,ABX85815
ABG15947,ABX85548
ABG15946,ABX85011
ABG15945,ABX88557
ABG15944,ABX88005
ABG15943,ABX87716
ABG15942,ABX85845
ABG15941,ABX85472
ABG15940,ABX85184
ABG15938,ABX85432
ABG15937,ABX88369
ABG15935,ABX86341
ABG15934,ABX85867
ABG12055,ABX87703
ABG12056,ABX87183
ABG12058,ABX86372
ABG12060,ABX85714
ABG15862,ABX84871
ABG15863,ABX87840
ABG15864,ABX86699
ABG15865,ABX86401
ABG15866,ABX86094
ABG15867,ABX87502
ABG15868,ABX87216
ABG15869,ABX88595
ABG15870,ABX85416
ABG15871,ABX84907
ABG15872,ABX86512
ABG15873,ABX85894
ABG15874,ABX85002
ABG15875,ABX85388
ABG15876,ABX88383
ABG15877,ABX87024
ABG15878,ABX87687
ABG15879,ABX86159
ABG15880,ABX85307
ABG15881,ABX85735
ABG15882,ABX85471
ABG15883,ABX87837
ABG15884,ABX85770
ABG15885,ABX85248
ABG15886,ABX88314
ABG15887,ABX87734
ABG15889,ABX86595
ABG15890,ABX86121
ABG15891,ABX85559
ABG15892,ABX85310
ABG15893,ABX84890
ABG15894,ABX85303
ABG15895,ABX85732
ABG15896,ABX88093
ABG15897,ABX88504
ABG15898,ABX87002
ABG15899,ABX87446
ABG15900,ABX85901
ABG15901,ABX86325
ABG15902,ABX86732
ABG15903,ABX84905
ABG15904,ABX86253
ABG15908,ABX86779
ABG15910,ABX87486
ABG15911,ABX85213
ABG15913,ABX86722
ABG15914,ABX84872
ABG15915,ABX85270
ABG15916,ABX87902
ABG15920,ABX87050
ABG15921,ABX86492
ABG14848,ABX86218
ABG15922,ABX85640
ABG15923,ABX88296
ABG15924,ABX87746
ABG15925,ABX87064
ABG15926,ABX88640
ABG15927,ABX87575
ABG15553,ABX86018
ABG15554,ABX87852
ABG15555,ABX88071
ABG15556,ABX87710
ABG16056,ABX87786
ABG16055,ABX88330
ABG16054,ABX85132
ABG16052,ABX86220
ABG16051,ABX86746
ABG16050,ABX88587
ABG16049,ABX86854
ABG16048,ABX85335
ABG16047,ABX87946
ABG16046,ABX87325
ABG16045,ABX86859
ABG16044,ABX87287
ABG16042,ABX88599
ABG16040,ABX87808
ABG16039,ABX85565
ABG16038,ABX85257
ABG16037,ABX86428
ABG16036,ABX85713
ABG16035,ABX85290
ABG16034,ABX87920
ABG16032,ABX87121
ABG16031,ABX86432
ABG16030,ABX86033
ABG16029,ABX85500
ABG16028,ABX87641
ABG16027,ABX87796
ABG16026,ABX86213
ABG16025,ABX85644
ABG16024,ABX85264
ABG16023,ABX88375
ABG16022,ABX88573
ABG16021,ABX87289
ABG16020,ABX86891
ABG16019,ABX87760
ABG16018,ABX85367
ABG16017,ABX87666
ABG16016,ABX87250
ABG16015,ABX86317
ABG16014,ABX85893
ABG16013,ABX85875
ABG16012,ABX85445
ABG16011,ABX88024
ABG16010,ABX87999
ABG16009,ABX87943
ABG16008,ABX85197
ABG16007,ABX85601
ABG16006,ABX87861
ABG16005,ABX88373
ABG16004,ABX87934
ABG16003,ABX87302
ABG16002,ABX86885
ABG16001,ABX86191
ABG16000,ABX86259
ABG15800,ABX85831
ABG15801,ABX86643
ABG15802,ABX85483
ABG15803,ABX85781
ABG15804,ABX85133
ABG15805,ABX88309
ABG15806,ABX88145
ABG15807,ABX87383
ABG15808,ABX86979
ABG15810,ABX85458
ABG15811,ABX85052
ABG15812,ABX86234
ABG15813,ABX85680
ABG15814,ABX85004
ABG15815,ABX88318
ABG15816,ABX87465
ABG15817,ABX86918
ABG15818,ABX87207
ABG15819,ABX86637
ABG15820,ABX86400
ABG15821,ABX85795
ABG15822,ABX85946
ABG15823,ABX88433
ABG15824,ABX87560
ABG15825,ABX88668
ABG15826,ABX84874
ABG15827,ABX85413
ABG15828,ABX85939
ABG15829,ABX86467
ABG15830,ABX87889
ABG15833,ABX84867
ABG15834,ABX87181
ABG15835,ABX87718
ABG15836,ABX88014
ABG15837,ABX88528
ABG15838,ABX85078
ABG15839,ABX85378
ABG15840,ABX85840
ABG15841,ABX86597
ABG15842,ABX85220
ABG15843,ABX85111
ABG15844,ABX88312
ABG15845,ABX85637
ABG15846,ABX86972
ABG15847,ABX86775
ABG15848,ABX87445
ABG15849,ABX88498
ABG15850,ABX87371
ABG14814,ABX85599
ABG14813,ABX85181
ABG14812,ABX87804
ABG14811,ABX88214
ABG14810,ABX88517
ABG14809,ABX88439
ABG14808,ABX88566
ABG14806,ABX86355
ABG14805,ABX85928
ABG14804,ABX85506
ABG14803,ABX88521
ABG14802,ABX87235
ABG14800,ABX85812
ABG14799,ABX84999
ABG14798,ABX88457
ABG14797,ABX87836
ABG14796,ABX86145
ABG14795,ABX87394
ABG14794,ABX85635
ABG15357,ABX87713
ABG14793,ABX86843
ABG14792,ABX87318
ABG14791,ABX87904
ABG14790,ABX88337
ABG14789,ABX85475
ABG14788,ABX86132
ABG14787,ABX86765
ABG14786,ABX87092
ABG14785,ABX88037
ABG14784,ABX88484
ABG14783,ABX86489
ABG14782,ABX84964
ABG14781,ABX85906
ABG14780,ABX86300
ABG14778,ABX86670
ABG14776,ABX86297
ABG14775,ABX85595
ABG14773,ABX85964
ABG14772,ABX86382
ABG14771,ABX87267
ABG14770,ABX86229
ABG14769,ABX88586
ABG14768,ABX87105
ABG14767,ABX88079
ABG14765,ABX86228
ABG14763,ABX88425
ABG14762,ABX87871
ABG14761,ABX85385
ABG14760,ABX85798
ABG14759,ABX87683
ABG14758,ABX87482
ABG14757,ABX86209
ABG14756,ABX87802
ABG14755,ABX88206
ABG14754,ABX88480
ABG14753,ABX87504
ABG14752,ABX86188
ABG14751,ABX85706
ABG14750,ABX87616
ABG14749,ABX86616
ABG14748,ABX85296
ABG14747,ABX85503
ABG14746,ABX88041
ABG14745,ABX88232
ABG14744,ABX87033
ABG14743,ABX86251
ABG14742,ABX86690
ABG14741,ABX86232
ABG14740,ABX85119
ABG14739,ABX87593
ABG14738,ABX86198
ABG14827,ABX86804
ABG14828,ABX87356
ABG14832,ABX87732
ABG14833,ABX86538
ABG14834,ABX88050
ABG14835,ABX87850
ABG14836,ABX87449
ABG14837,ABX86825
ABG14838,ABX86243
ABG14839,ABX85588
ABG14841,ABX86579
ABG14842,ABX88548
ABG14843,ABX84972
ABG14844,ABX85369
ABG14845,ABX87913
ABG14846,ABX88576
ABG14847,ABX86646
ABG14849,ABX87217
ABG14850,ABX85755
ABG14851,ABX88310
ABG14852,ABX88694
ABG14853,ABX87187
ABG14854,ABX86904
ABG14855,ABX85497
ABG14856,ABX88056
ABG14857,ABX88496
ABG14858,ABX87562
ABG14859,ABX88158
ABG14860,ABX86657
ABG14861,ABX86736
ABG14862,ABX87348
ABG14863,ABX88400
ABG14864,ABX85626
ABG14865,ABX85096
ABG14866,ABX86748
ABG14867,ABX86183
ABG14869,ABX85885
ABG14870,ABX86626
ABG14871,ABX85017
ABG14872,ABX85756
ABG14873,ABX87825
ABG14874,ABX87189
ABG14875,ABX86982
ABG14876,ABX87498
ABG14877,ABX87863
ABG14878,ABX88438
ABG14879,ABX88473
ABG14881,ABX86247
ABG14882,ABX84987
ABG14883,ABX85526
ABG14884,ABX85803
ABG14885,ABX87428
ABG14886,ABX86965
ABG14887,ABX86611
ABG14888,ABX86080
ABG14889,ABX87507
ABG14890,ABX86925
ABG14891,ABX88213
ABG14892,ABX87794
ABG14893,ABX85323
ABG14894,ABX87547
ABG14895,ABX88122
ABG15122,ABX87381
ABG15123,ABX86845
ABG15124,ABX86546
ABG15125,ABX86005
ABG15128,ABX86349
ABG15129,ABX85602
ABG15130,ABX85308
ABG15131,ABX88036
ABG15132,ABX88594
ABG15133,ABX86488
ABG15135,ABX86519
ABG15137,ABX86499
ABG15138,ABX87118
ABG15139,ABX87515
ABG15140,ABX88155
ABG15141,ABX88187
ABG15142,ABX88607
ABG15143,ABX85359
ABG15144,ABX86029
ABG15146,ABX86222
ABG15149,ABX88563
ABG15153,ABX84988
ABG15154,ABX87538
ABG15155,ABX87707
ABG15156,ABX87168
ABG15157,ABX86392
ABG15158,ABX85846
ABG15160,ABX87264
ABG15161,ABX86284
ABG15162,ABX86691
ABG15164,ABX88488
ABG15165,ABX88068
ABG15166,ABX87667
ABG15168,ABX87239
ABG15169,ABX88413
ABG15172,ABX86762
ABG15173,ABX85171
ABG15174,ABX85174
ABG15175,ABX85600
ABG15176,ABX88451
ABG15177,ABX86847
ABG15178,ABX86250
ABG15179,ABX85155
ABG15180,ABX85485
ABG15181,ABX85071
ABG15182,ABX86319
ABG15183,ABX85830
ABG15720,ABX85832
ABG15719,ABX87241
ABG15718,ABX88617
ABG15717,ABX88078
ABG15716,ABX88080
ABG15715,ABX86175
ABG15714,ABX85659
ABG15713,ABX87353
ABG15712,ABX86734
ABG15711,ABX85144
ABG15710,ABX85654
ABG15709,ABX87862
ABG15708,ABX88404
ABG15707,ABX86737
ABG15706,ABX87292
ABG15705,ABX85629
ABG15704,ABX85287
ABG15703,ABX85995
ABG15702,ABX86075
ABG15701,ABX87393
ABG15700,ABX86992
ABG15699,ABX88248
ABG15697,ABX86263
ABG15696,ABX85341
ABG15695,ABX87853
ABG15694,ABX87202
ABG15693,ABX87714
ABG15692,ABX87297
ABG15691,ABX85945
ABG15690,ABX86471
ABG15689,ABX85139
ABG15688,ABX85660
ABG15687,ABX88143
ABG15685,ABX86202
ABG15684,ABX86718
ABG15683,ABX85095
ABG15680,ABX87859
ABG15679,ABX88302
ABG15678,ABX86819
ABG15677,ABX87253
ABG15676,ABX85623
ABG15675,ABX86176
ABG15674,ABX86427
ABG15673,ABX87080
ABG15672,ABX87026
ABG15671,ABX88156
ABG15670,ABX88555
ABG15669,ABX87576
ABG15668,ABX86158
ABG15667,ABX87255
ABG15666,ABX84966
ABG15665,ABX87456
ABG15664,ABX87728
ABG15661,ABX87200
ABG15660,ABX88561
ABG15659,ABX86362
ABG15658,ABX85827
ABG15657,ABX85546
ABG15656,ABX85073
ABG15654,ABX86049
ABG15653,ABX85884
ABG15652,ABX88260
ABG15651,ABX88135
ABG15650,ABX85362
ABG15648,ABX86342
ABG15647,ABX85489
ABG15646,ABX87942
ABG15645,ABX85817
ABG15644,ABX86240
ABG15643,ABX84996
ABG15642,ABX85391
ABG15641,ABX88007
ABG15639,ABX88500
ABG15638,ABX85194
ABG15637,ABX85473
ABG15636,ABX85807
ABG15635,ABX87595
ABG15634,ABX88132
ABG15633,ABX88666
ABG15632,ABX85787
ABG15631,ABX85965
ABG15630,ABX87368
ABG15629,ABX87723
ABG15628,ABX88240
ABG15627,ABX88583
ABG15626,ABX88144
ABG15625,ABX85554
ABG15624,ABX85149
ABG15623,ABX87400
ABG15622,ABX86990
ABG15621,ABX87664
ABG15619,ABX86981
ABG15618,ABX88474
ABG15616,ABX85063
ABG15615,ABX85305
ABG15614,ABX85856
ABG15613,ABX86026
ABG15612,ABX86394
ABG15611,ABX86459
ABG15610,ABX86857
ABG15609,ABX87070
ABG15608,ABX87960
ABG15607,ABX87323
ABG15606,ABX88194
ABG15605,ABX88590
ABG15604,ABX85154
ABG15603,ABX86120
ABG15602,ABX86022
ABG15858,ABX85948
ABG15857,ABX86558
ABG15854,ABX88168
ABG15853,ABX87640
ABG15852,ABX85841
ABG14563,ABX86627
ABG14561,ABX85569
ABG14558,ABX86838
ABG14557,ABX87706
ABG14556,ABX87415
ABG14555,ABX86068
ABG14554,ABX88537
ABG14553,ABX87998
ABG14552,ABX85502
ABG14551,ABX85037
ABG14547,ABX86735
ABG14546,ABX87963
ABG14545,ABX87596
ABG14544,ABX88264
ABG14543,ABX87822
ABG14542,ABX87579
ABG14541,ABX87017
ABG14540,ABX88435
ABG14539,ABX87873
ABG14538,ABX87365
ABG14537,ABX86801
ABG14536,ABX87125
ABG14535,ABX86446
ABG14534,ABX87519
ABG14533,ABX86994
ABG14532,ABX88588
ABG14531,ABX88133
ABG14529,ABX88675
ABG14528,ABX86505
ABG14527,ABX85936
ABG14525,ABX85414
ABG14524,ABX85668
ABG14523,ABX84935
ABG14522,ABX88454
ABG14521,ABX88038
ABG14520,ABX86889
ABG12053,ABX87065
ABG15932,ABX87815
ABG15931,ABX86314
ABG15930,ABX84980
ABG15929,ABX87604
ABG15928,ABX85951
ABG12901,ABX88495
ABG12900,ABX88082
ABG12899,ABX85523
ABG12898,ABX88531
ABG12897,ABX88020
ABG12896,ABX87614
ABG12895,ABX85059
ABG12894,ABX86301
ABG12893,ABX88280
ABG12892,ABX87752
ABG12891,ABX87505
ABG12890,ABX88462
ABG12889,ABX86164
ABG12888,ABX87638
ABG12887,ABX85299
ABG12883,ABX86345
ABG12882,ABX87818
ABG12881,ABX85493
ABG12880,ABX86249
ABG12878,ABX87735
ABG12877,ABX86478
ABG12874,ABX85937
ABG12873,ABX88646
ABG12872,ABX85145
ABG12871,ABX86583
ABG12870,ABX85973
ABG12869,ABX85697
ABG12868,ABX85123
ABG12867,ABX88279
ABG12866,ABX88600
ABG12865,ABX87483
ABG12864,ABX86823
ABG12863,ABX86921
ABG12862,ABX86456
ABG12861,ABX85492
ABG12860,ABX85647
ABG12859,ABX87748
ABG12858,ABX88249
ABG12857,ABX84970
ABG12856,ABX85736
ABG12855,ABX85594
ABG12854,ABX86678
ABG12853,ABX87341
ABG12852,ABX87669
ABG12535,ABX86530
ABG12536,ABX85009
ABG12538,ABX87907
ABG12539,ABX87766
ABG12540,ABX88188
ABG12541,ABX87675
ABG12542,ABX85038
ABG12544,ABX88201
ABG12545,ABX85246
ABG12547,ABX87984
ABG12548,ABX87149
ABG12549,ABX86956
ABG12550,ABX85510
ABG12551,ABX88426
ABG12552,ABX85942
ABG12553,ABX86490
ABG12554,ABX84895
ABG12555,ABX85395
ABG12556,ABX88624
ABG12557,ABX85678
ABG12558,ABX87447
ABG12559,ABX87961
ABG12560,ABX85679
ABG12561,ABX87769
ABG12562,ABX87268
ABG12563,ABX87671
ABG12564,ABX85247
ABG12565,ABX88017
ABG12567,ABX87276
ABG12568,ABX85661
ABG12569,ABX87779
ABG12570,ABX85125
ABG12571,ABX85627
ABG12572,ABX86182
ABG12573,ABX86606
ABG12574,ABX86818
ABG12575,ABX87473
ABG12576,ABX87584
ABG13008,ABX88357
ABG13009,ABX85468
ABG13012,ABX88509
ABG13013,ABX86150
ABG13014,ABX85443
ABG13015,ABX86971
ABG13016,ABX86292
ABG13017,ABX85046
ABG13018,ABX85910
ABG13019,ABX85235
ABG13020,ABX86205
ABG13021,ABX86866
ABG13022,ABX88204
ABG13024,ABX85638
ABG13025,ABX85289
ABG13026,ABX86570
ABG13027,ABX87021
ABG13028,ABX88123
ABG13029,ABX88678
ABG13030,ABX86091
ABG13031,ABX86647
ABG13032,ABX86460
ABG13033,ABX87962
ABG13034,ABX88388
ABG13035,ABX85200
ABG13036,ABX86305
ABG13037,ABX86196
ABG12533,ABX87079
ABG12903,ABX88154
ABG12904,ABX85337
ABG12907,ABX85008
ABG12909,ABX86938
ABG12910,ABX87551
ABG12911,ABX85971
ABG12912,ABX86628
ABG12913,ABX84991
ABG12914,ABX85521
ABG12915,ABX85809
ABG12916,ABX86480
ABG12917,ABX84976
ABG12919,ABX88236
ABG12920,ABX85088
ABG12921,ABX85470
ABG12922,ABX86115
ABG12923,ABX86756
ABG12924,ABX87176
ABG12925,ABX86865
ABG12926,ABX87272
ABG12927,ABX86069
ABG12928,ABX86960
