Hit_ID,Query_ID
lcl|NZ_JACRYS010000006.1_prot_WP_193621917.1_496,lcl|NZ_VWOH01000001.1_prot_WP_152309648.1_95
lcl|NZ_JACRYS010000006.1_prot_WP_193621916.1_495,lcl|NZ_VWOH01000001.1_prot_WP_152309649.1_96
lcl|NZ_JACRYS010000006.1_prot_WP_193621915.1_494,lcl|NZ_VWOH01000001.1_prot_WP_152309650.1_97
lcl|NZ_JACRYS010000006.1_prot_WP_193621914.1_493,lcl|NZ_VWOH01000001.1_prot_WP_152309651.1_98
lcl|NZ_JACRYS010000006.1_prot_WP_193621913.1_492,lcl|NZ_VWOH01000001.1_prot_WP_152309652.1_99
lcl|NZ_JACRYS010000006.1_prot_WP_193621912.1_491,lcl|NZ_VWOH01000001.1_prot_WP_152309653.1_100
lcl|NZ_JACRYS010000009.1_prot_WP_193621991.1_631,lcl|NZ_VWOH01000001.1_prot_WP_152309654.1_101
lcl|NZ_JACRYS010000009.1_prot_WP_193621992.1_632,lcl|NZ_VWOH01000001.1_prot_WP_152309656.1_103
lcl|NZ_JACRYS010000009.1_prot_WP_193621993.1_633,lcl|NZ_VWOH01000001.1_prot_WP_152309657.1_104
lcl|NZ_JACRYS010000013.1_prot_WP_193622068.1_173,lcl|NZ_VWOH01000001.1_prot_WP_152309658.1_105
lcl|NZ_JACRYS010000076.1_prot_WP_004994742.1_579,lcl|NZ_VWOH01000001.1_prot_WP_152309659.1_106
lcl|NZ_JACRYS010000014.1_prot_WP_193622074.1_186,lcl|NZ_VWOH01000001.1_prot_WP_152309660.1_107
lcl|NZ_JACRYS010000014.1_prot_WP_193622070.1_182,lcl|NZ_VWOH01000001.1_prot_WP_152309661.1_108
lcl|NZ_JACRYS010000014.1_prot_WP_193622072.1_184,lcl|NZ_VWOH01000001.1_prot_WP_152309663.1_110
lcl|NZ_JACRYS010000014.1_prot_WP_193622073.1_185,lcl|NZ_VWOH01000001.1_prot_WP_152309767.1_111
lcl|NZ_JACRYS010000002.1_prot_WP_193621772.1_220,lcl|NZ_VWOH01000001.1_prot_WP_152309664.1_112
lcl|NZ_JACRYS010000002.1_prot_WP_193621773.1_221,lcl|NZ_VWOH01000001.1_prot_WP_152309665.1_113
lcl|NZ_JACRYS010000003.1_prot_WP_193621824.1_310,lcl|NZ_VWOH01000001.1_prot_WP_152309666.1_114
lcl|NZ_JACRYS010000003.1_prot_WP_193621825.1_311,lcl|NZ_VWOH01000001.1_prot_WP_152309667.1_115
lcl|NZ_JACRYS010000003.1_prot_WP_193621842.1_313,lcl|NZ_VWOH01000001.1_prot_WP_152309668.1_116
lcl|NZ_JACRYS010000003.1_prot_WP_193621827.1_314,lcl|NZ_VWOH01000001.1_prot_WP_193310868.1_117
lcl|NZ_JACRYS010000003.1_prot_WP_193621828.1_315,lcl|NZ_VWOH01000001.1_prot_WP_193310869.1_118
lcl|NZ_JACRYS010000003.1_prot_WP_193621843.1_317,lcl|NZ_VWOH01000001.1_prot_WP_152309671.1_119
lcl|NZ_JACRYS010000003.1_prot_WP_193621830.1_318,lcl|NZ_VWOH01000001.1_prot_WP_152309672.1_120
lcl|NZ_JACRYS010000003.1_prot_WP_193621831.1_319,lcl|NZ_VWOH01000001.1_prot_WP_152309673.1_121
lcl|NZ_JACRYS010000004.1_prot_WP_078123060.1_369,lcl|NZ_VWOH01000001.1_prot_WP_152309674.1_122
lcl|NZ_JACRYS010000011.1_prot_WP_193622034.1_101,lcl|NZ_VWOH01000001.1_prot_WP_152309675.1_123
lcl|NZ_JACRYS010000003.1_prot_WP_193621811.1_296,lcl|NZ_VWOH01000001.1_prot_WP_152309676.1_124
lcl|NZ_JACRYS010000011.1_prot_WP_193622033.1_100,lcl|NZ_VWOH01000001.1_prot_WP_152309677.1_125
lcl|NZ_JACRYS010000011.1_prot_WP_193622032.1_99,lcl|NZ_VWOH01000001.1_prot_WP_152309678.1_126
lcl|NZ_JACRYS010000011.1_prot_WP_193622031.1_98,lcl|NZ_VWOH01000001.1_prot_WP_152309679.1_127
lcl|NZ_JACRYS010000003.1_prot_WP_193621812.1_297,lcl|NZ_VWOH01000001.1_prot_WP_152309680.1_128
lcl|NZ_JACRYS010000003.1_prot_WP_193621813.1_298,lcl|NZ_VWOH01000001.1_prot_WP_152309681.1_129
lcl|NZ_JACRYS010000003.1_prot_WP_193621814.1_299,lcl|NZ_VWOH01000001.1_prot_WP_152309682.1_130
lcl|NZ_JACRYS010000003.1_prot_WP_193621815.1_300,lcl|NZ_VWOH01000001.1_prot_WP_152309683.1_131
lcl|NZ_JACRYS010000003.1_prot_WP_193621816.1_301,lcl|NZ_VWOH01000001.1_prot_WP_152309684.1_132
lcl|NZ_JACRYS010000011.1_prot_WP_193622029.1_96,lcl|NZ_VWOH01000001.1_prot_WP_152309685.1_133
lcl|NZ_JACRYS010000011.1_prot_WP_193622028.1_95,lcl|NZ_VWOH01000001.1_prot_WP_152309686.1_134
lcl|NZ_JACRYS010000001.1_prot_WP_193621732.1_38,lcl|NZ_VWOH01000001.1_prot_WP_152309688.1_137
lcl|NZ_JACRYS010000001.1_prot_WP_193621731.1_37,lcl|NZ_VWOH01000001.1_prot_WP_152309689.1_138
lcl|NZ_JACRYS010000001.1_prot_WP_193621729.1_35,lcl|NZ_VWOH01000001.1_prot_WP_152309690.1_139
lcl|NZ_JACRYS010000001.1_prot_WP_193621767.1_34,lcl|NZ_VWOH01000001.1_prot_WP_152309691.1_140
lcl|NZ_JACRYS010000001.1_prot_WP_193621727.1_33,lcl|NZ_VWOH01000001.1_prot_WP_152309692.1_141
lcl|NZ_JACRYS010000001.1_prot_WP_193621766.1_32,lcl|NZ_VWOH01000001.1_prot_WP_152309693.1_142
lcl|NZ_JACRYS010000007.1_prot_WP_193621959.1_560,lcl|NZ_VWOH01000001.1_prot_WP_152309695.1_144
lcl|NZ_JACRYS010000009.1_prot_WP_193622008.1_627,lcl|NZ_VWOH01000001.1_prot_WP_152309696.1_145
lcl|NZ_JACRYS010000009.1_prot_WP_193621999.1_641,lcl|NZ_VWOH01000001.1_prot_WP_152309697.1_146
lcl|NZ_JACRYS010000009.1_prot_WP_193621998.1_640,lcl|NZ_VWOH01000001.1_prot_WP_152309698.1_147
lcl|NZ_JACRYS010000010.1_prot_WP_193622013.1_63,lcl|NZ_VWOH01000001.1_prot_WP_152309700.1_149
lcl|NZ_JACRYS010000010.1_prot_WP_193622012.1_62,lcl|NZ_VWOH01000001.1_prot_WP_152309701.1_150
lcl|NZ_JACRYS010000015.1_prot_WP_193622081.1_194,lcl|NZ_VWOH01000001.1_prot_WP_152309703.1_152
lcl|NZ_JACRYS010000002.1_prot_WP_193621798.1_248,lcl|NZ_VWOH01000001.1_prot_WP_152309704.1_153
lcl|NZ_JACRYS010000002.1_prot_WP_193621799.1_249,lcl|NZ_VWOH01000001.1_prot_WP_152309705.1_154
lcl|NZ_JACRYS010000002.1_prot_WP_193621800.1_250,lcl|NZ_VWOH01000001.1_prot_WP_152309768.1_155
lcl|NZ_JACRYS010000002.1_prot_WP_193621801.1_251,lcl|NZ_VWOH01000001.1_prot_WP_152309706.1_156
lcl|NZ_JACRYS010000063.1_prot_WP_193622175.1_523,lcl|NZ_VWOH01000001.1_prot_WP_152309707.1_157
lcl|NZ_JACRYS010000002.1_prot_WP_193621804.1_254,lcl|NZ_VWOH01000001.1_prot_WP_152309708.1_158
lcl|NZ_JACRYS010000049.1_prot_WP_004995059.1_414,lcl|NZ_VWOH01000001.1_prot_WP_152309709.1_159
lcl|NZ_JACRYS010000049.1_prot_WP_193622157.1_415,lcl|NZ_VWOH01000001.1_prot_WP_152309710.1_160
lcl|NZ_JACRYS010000049.1_prot_WP_004995055.1_416,lcl|NZ_VWOH01000001.1_prot_WP_152309711.1_161
lcl|NZ_JACRYS010000020.1_prot_WP_193622097.1_259,lcl|NZ_VWOH01000001.1_prot_WP_152309714.1_164
lcl|NZ_JACRYS010000073.1_prot_WP_004995240.1_573,lcl|NZ_VWOH01000001.1_prot_WP_152309715.1_165
lcl|NZ_JACRYS010000020.1_prot_WP_193622099.1_261,lcl|NZ_VWOH01000001.1_prot_WP_152309716.1_166
lcl|NZ_JACRYS010000020.1_prot_262,lcl|NZ_VWOH01000001.1_prot_WP_152309717.1_167
lcl|NZ_JACRYS010000012.1_prot_WP_193622043.1_127,lcl|NZ_VWOH01000001.1_prot_WP_193310871.1_168
lcl|NZ_JACRYS010000012.1_prot_WP_193622044.1_128,lcl|NZ_VWOH01000001.1_prot_WP_152309718.1_169
lcl|NZ_JACRYS010000012.1_prot_WP_193622045.1_129,lcl|NZ_VWOH01000001.1_prot_WP_152309719.1_170
lcl|NZ_JACRYS010000021.1_prot_WP_193622102.1_265,lcl|NZ_VWOH01000001.1_prot_WP_152309720.1_171
lcl|NZ_JACRYS010000012.1_prot_WP_193622056.1_139,lcl|NZ_VWOH01000001.1_prot_WP_152309721.1_172
lcl|NZ_JACRYS010000012.1_prot_WP_193622052.1_138,lcl|NZ_VWOH01000001.1_prot_WP_193310872.1_173
lcl|NZ_JACRYS010000012.1_prot_WP_193622051.1_137,lcl|NZ_VWOH01000001.1_prot_WP_152309723.1_174
lcl|NZ_JACRYS010000012.1_prot_WP_193622050.1_136,lcl|NZ_VWOH01000001.1_prot_WP_152309724.1_175
lcl|NZ_JACRYS010000012.1_prot_WP_193622049.1_135,lcl|NZ_VWOH01000001.1_prot_WP_152309725.1_176
lcl|NZ_JACRYS010000012.1_prot_WP_193622055.1_134,lcl|NZ_VWOH01000001.1_prot_WP_152309726.1_177
lcl|NZ_JACRYS010000012.1_prot_WP_193622054.1_133,lcl|NZ_VWOH01000001.1_prot_WP_152309727.1_178
lcl|NZ_JACRYS010000012.1_prot_WP_193622048.1_132,lcl|NZ_VWOH01000001.1_prot_WP_152309728.1_179
lcl|NZ_JACRYS010000012.1_prot_WP_193622047.1_131,lcl|NZ_VWOH01000001.1_prot_WP_152309729.1_180
lcl|NZ_JACRYS010000021.1_prot_WP_193622101.1_264,lcl|NZ_VWOH01000001.1_prot_WP_152309731.1_182
lcl|NZ_JACRYS010000021.1_prot_WP_193622100.1_263,lcl|NZ_VWOH01000001.1_prot_WP_152309732.1_183
lcl|NZ_JACRYS010000010.1_prot_WP_193622022.1_73,lcl|NZ_VWOH01000001.1_prot_WP_152309733.1_184
lcl|NZ_JACRYS010000010.1_prot_WP_193622023.1_74,lcl|NZ_VWOH01000001.1_prot_WP_152309734.1_185
lcl|NZ_JACRYS010000038.1_prot_WP_193622132.1_355,lcl|NZ_VWOH01000001.1_prot_WP_152309735.1_186
lcl|NZ_JACRYS010000005.1_prot_WP_193621909.1_425,lcl|NZ_VWOH01000001.1_prot_WP_193310873.1_191
lcl|NZ_JACRYS010000001.1_prot_WP_193621713.1_23,lcl|NZ_VWOH01000001.1_prot_WP_152309740.1_193
lcl|NZ_JACRYS010000010.1_prot_WP_193622021.1_72,lcl|NZ_VWOH01000001.1_prot_WP_152309741.1_194
lcl|NZ_JACRYS010000010.1_prot_WP_193622020.1_71,lcl|NZ_VWOH01000001.1_prot_WP_152309742.1_195
lcl|NZ_JACRYS010000037.1_prot_WP_193622131.1_354,lcl|NZ_VWOH01000001.1_prot_WP_152309743.1_196
lcl|NZ_JACRYS010000010.1_prot_WP_193622019.1_69,lcl|NZ_VWOH01000001.1_prot_WP_152309744.1_197
lcl|NZ_JACRYS010000010.1_prot_WP_193622018.1_68,lcl|NZ_VWOH01000001.1_prot_WP_152309745.1_198
lcl|NZ_JACRYS010000010.1_prot_WP_193622017.1_67,lcl|NZ_VWOH01000001.1_prot_WP_152309746.1_199
lcl|NZ_JACRYS010000010.1_prot_WP_193622016.1_66,lcl|NZ_VWOH01000001.1_prot_WP_152309772.1_200
lcl|NZ_JACRYS010000001.1_prot_WP_193621734.1_39,lcl|NZ_VWOH01000001.1_prot_WP_152309747.1_201
lcl|NZ_JACRYS010000002.1_prot_WP_193621793.1_243,lcl|NZ_VWOH01000001.1_prot_WP_152309748.1_202
lcl|NZ_JACRYS010000002.1_prot_WP_193621792.1_242,lcl|NZ_VWOH01000001.1_prot_WP_152309749.1_203
lcl|NZ_JACRYS010000002.1_prot_WP_193621791.1_241,lcl|NZ_VWOH01000001.1_prot_WP_152309750.1_204
lcl|NZ_JACRYS010000002.1_prot_WP_193621790.1_240,lcl|NZ_VWOH01000001.1_prot_WP_193310874.1_205
lcl|NZ_JACRYS010000001.1_prot_WP_193621719.1_27,lcl|NZ_VWOH01000001.1_prot_WP_152309752.1_207
lcl|NZ_JACRYS010000001.1_prot_WP_193621717.1_26,lcl|NZ_VWOH01000001.1_prot_WP_152309753.1_208
lcl|NZ_JACRYS010000027.1_prot_WP_193622116.1_284,lcl|NZ_VWOH01000001.1_prot_WP_152309754.1_209
lcl|NZ_JACRYS010000010.1_prot_WP_193622014.1_64,lcl|NZ_VWOH01000001.1_prot_WP_152309756.1_211
lcl|NZ_JACRYS010000001.1_prot_WP_193621706.1_18,lcl|NZ_VWOH01000001.1_prot_WP_152309757.1_212
lcl|NZ_JACRYS010000031.1_prot_WP_004995286.1_332,lcl|NZ_VWOH01000001.1_prot_WP_152309758.1_213
lcl|NZ_JACRYS010000001.1_prot_WP_193621709.1_20,lcl|NZ_VWOH01000001.1_prot_WP_152309759.1_214
lcl|NZ_JACRYS010000001.1_prot_WP_193621710.1_21,lcl|NZ_VWOH01000001.1_prot_WP_152309774.1_215
lcl|NZ_JACRYS010000046.1_prot_WP_193622147.1_404,lcl|NZ_VWOH01000001.1_prot_216
lcl|NZ_JACRYS010000046.1_prot_WP_193622148.1_405,lcl|NZ_VWOH01000001.1_prot_WP_152309760.1_217
lcl|NZ_JACRYS010000011.1_prot_WP_193622027.1_93,lcl|NZ_VWOH01000019.1_prot_222
lcl|NZ_JACRYS010000001.1_prot_WP_193621754.1_53,lcl|NZ_VWOH01000002.1_prot_WP_152309775.1_227
lcl|NZ_JACRYS010000001.1_prot_WP_193621755.1_54,lcl|NZ_VWOH01000002.1_prot_WP_152309776.1_228
lcl|NZ_JACRYS010000001.1_prot_WP_193621759.1_56,lcl|NZ_VWOH01000002.1_prot_WP_152309777.1_229
lcl|NZ_JACRYS010000018.1_prot_WP_193622091.1_211,lcl|NZ_VWOH01000002.1_prot_WP_152309778.1_230
lcl|NZ_JACRYS010000001.1_prot_WP_193621762.1_58,lcl|NZ_VWOH01000002.1_prot_WP_152309779.1_231
lcl|NZ_JACRYS010000018.1_prot_WP_193622089.1_209,lcl|NZ_VWOH01000002.1_prot_WP_152309780.1_232
lcl|NZ_JACRYS010000043.1_prot_WP_193622140.1_396,lcl|NZ_VWOH01000002.1_prot_WP_152309781.1_233
lcl|NZ_JACRYS010000043.1_prot_WP_193622141.1_397,lcl|NZ_VWOH01000002.1_prot_WP_152309782.1_234
lcl|NZ_JACRYS010000018.1_prot_WP_004995446.1_206,lcl|NZ_VWOH01000002.1_prot_WP_152309783.1_235
lcl|NZ_JACRYS010000005.1_prot_WP_193621908.1_418,lcl|NZ_VWOH01000002.1_prot_WP_193310879.1_236
lcl|NZ_JACRYS010000005.1_prot_WP_193621870.1_419,lcl|NZ_VWOH01000002.1_prot_WP_193310878.1_237
lcl|NZ_JACRYS010000005.1_prot_WP_193621871.1_420,lcl|NZ_VWOH01000002.1_prot_WP_152309786.1_238
lcl|NZ_JACRYS010000009.1_prot_WP_193621994.1_634,lcl|NZ_VWOH01000002.1_prot_WP_152309787.1_239
lcl|NZ_JACRYS010000007.1_prot_WP_193621939.1_534,lcl|NZ_VWOH01000002.1_prot_WP_152309790.1_242
lcl|NZ_JACRYS010000032.1_prot_WP_193622122.1_334,lcl|NZ_VWOH01000002.1_prot_WP_152309791.1_243
lcl|NZ_JACRYS010000001.1_prot_WP_193621745.1_47,lcl|NZ_VWOH01000002.1_prot_WP_152309796.1_248
lcl|NZ_JACRYS010000001.1_prot_WP_193621744.1_46,lcl|NZ_VWOH01000002.1_prot_WP_152309797.1_249
lcl|NZ_JACRYS010000001.1_prot_WP_193621742.1_45,lcl|NZ_VWOH01000002.1_prot_WP_152309798.1_250
lcl|NZ_JACRYS010000001.1_prot_WP_193621768.1_44,lcl|NZ_VWOH01000002.1_prot_WP_152309799.1_251
lcl|NZ_JACRYS010000001.1_prot_WP_193621740.1_43,lcl|NZ_VWOH01000002.1_prot_WP_152309800.1_252
lcl|NZ_JACRYS010000001.1_prot_WP_193621738.1_42,lcl|NZ_VWOH01000002.1_prot_WP_152309801.1_253
lcl|NZ_JACRYS010000001.1_prot_WP_193621737.1_41,lcl|NZ_VWOH01000002.1_prot_WP_152309802.1_254
