Hit_ID,Query_ID
AAS58540,ABG16247
AAS58541,ABG16248
AAS58542,ABG16249
AAS58543,ABG16250
AAS58544,ABG16251
AAS58545,ABG16252
AAS58546,ABG16253
AAS58547,ABG16254
AAS58548,ABG16325
AAS58549,ABG16255
AAS58550,ABG16256
AAS58551,ABG16257
AAS58553,ABG16258
AAS58555,ABG16259
AAS58556,ABG16260
AAS58557,ABG16261
AAS58558,ABG16262
AAS58559,ABG16263
AAS58560,ABG16264
AAS58561,ABG16265
AAS58562,ABG16266
AAS58563,ABG16267
AAS58564,ABG16268
AAS58565,ABG16269
AAS58566,ABG16270
AAS58567,ABG16271
AAS58568,ABG16272
AAS58569,ABG16273
AAS58570,ABG16323
AAS58571,ABG16274
AAS58572,ABG16275
AAS58573,ABG16276
AAS58574,ABG16277
AAS58575,ABG16279
AAS58576,ABG16280
AAS58577,ABG16281
AAS58581,ABG16285
AAS58582,ABG16286
AAS58584,ABG16289
AAS58585,ABG16290
AAS58586,ABG16292
AAS58587,ABG16293
AAS58589,ABG16294
AAS58590,ABG16329
AAS58592,ABG16295
AAS58593,ABG16296
AAS58594,ABG16297
AAS58596,ABG16298
AAS58597,ABG16300
AAS58598,ABG16301
AAS58602,ABG16303
AAS58603,ABG16305
AAS58604,ABG16308
AAS58605,ABG16309
AAS58523,ABG16310
AAS58525,ABG16311
AAS58526,ABG16312
AAS58528,ABG16313
AAS58524,ABG16314
AAS58531,ABG16332
AAS58532,ABG16315
AAS58533,ABG16316
AAS58535,ABG16318
AAS58536,ABG16319
AAS58537,ABG16321
AAS58538,ABG16322
AAS58760,ABG16244
AAS58763,ABG16238
AAS58764,ABG16239
AAS58765,ABG16240
AAS58766,ABG16241
AAS58767,ABG16242
AAS60282,ABG11970
AAS60283,ABG11971
AAS60284,ABG11972
AAS60285,ABG11973
AAS60286,ABG11974
AAS60287,ABG11978
AAS60288,ABG11979
AAS60289,ABG11980
AAS60290,ABG11981
AAS60291,ABG11982
AAS60292,ABG11983
AAS63259,ABG11984
AAS63258,ABG11986
AAS63257,ABG11987
AAS63256,ABG11988
AAS63255,ABG11989
AAS63254,ABG11990
AAS63253,ABG11991
AAS63252,ABG11994
AAS63251,ABG11995
AAS63250,ABG11996
AAS63249,ABG11997
AAS63248,ABG11998
AAS63247,ABG11999
AAS63245,ABG12001
AAS63244,ABG12002
AAS63243,ABG12003
AAS63241,ABG12004
AAS63240,ABG12005
AAS63239,ABG12006
AAS63238,ABG12007
AAS63237,ABG12008
AAS60860,ABG12012
AAS60859,ABG12013
AAS60858,ABG12014
AAS60857,ABG12015
AAS60856,ABG12016
AAS60855,ABG12017
AAS60854,ABG12018
AAS60853,ABG12019
AAS60852,ABG12020
AAS60851,ABG12021
AAS60850,ABG12022
AAS60849,ABG12023
AAS60848,ABG12024
AAS60847,ABG12025
AAS60846,ABG12026
AAS60845,ABG12027
AAS60844,ABG12028
AAS60843,ABG12029
AAS60842,ABG12030
AAS60841,ABG12031
AAS60840,ABG12032
AAS60839,ABG12033
AAS60838,ABG12034
AAS60837,ABG12035
AAS60836,ABG12036
AAS60835,ABG12037
AAS60834,ABG12038
AAS60833,ABG12039
AAS60832,ABG12040
AAS60831,ABG12041
AAS60830,ABG12042
AAS60829,ABG12043
AAS60828,ABG12044
AAS60827,ABG12045
AAS60826,ABG12046
AAS60825,ABG12047
AAS60824,ABG12048
AAS60823,ABG12049
AAS60822,ABG12050
AAS60821,ABG12051
AAS60820,ABG12052
AAS60819,ABG12053
AAS60815,ABG12055
AAS60814,ABG12056
AAS60813,ABG12057
AAS60812,ABG12058
AAS60811,ABG12059
AAS60810,ABG12060
AAS63291,ABG12064
AAS63292,ABG12065
AAS63293,ABG12066
AAS63294,ABG12067
AAS63295,ABG12068
AAS63296,ABG12069
AAS63297,ABG12070
AAS63298,ABG12071
AAS63299,ABG12072
AAS63300,ABG12073
AAS63301,ABG12074
AAS63302,ABG12075
AAS63303,ABG12076
AAS63304,ABG12077
AAS63305,ABG12078
AAS63306,ABG12079
AAS63307,ABG12080
AAS63308,ABG12081
AAS63309,ABG12082
AAS63310,ABG12083
AAS63311,ABG12084
AAS63312,ABG12085
AAS63313,ABG12086
AAS63314,ABG12087
AAS63315,ABG12088
AAS63316,ABG12089
AAS63317,ABG12090
AAS63318,ABG12091
AAS63319,ABG12092
AAS63320,ABG12093
AAS63321,ABG12094
AAS63322,ABG12095
AAS63324,ABG12096
AAS63325,ABG12097
AAS63326,ABG12099
AAS63327,ABG12100
AAS63328,ABG12101
AAS63330,ABG12103
AAS63331,ABG12105
AAS63332,ABG12106
AAS63333,ABG12107
AAS63334,ABG12108
AAS63335,ABG12109
AAS63336,ABG12110
AAS63337,ABG12111
AAS63339,ABG12113
AAS63340,ABG12114
AAS63341,ABG12115
AAS63343,ABG12116
AAS63344,ABG12118
AAS63345,ABG12119
AAS63346,ABG12120
AAS63347,ABG12121
AAS63348,ABG12122
AAS63349,ABG12123
AAS63350,ABG12124
AAS63351,ABG12125
AAS63352,ABG12126
AAS63353,ABG12127
AAS63354,ABG12128
AAS63355,ABG12129
AAS63356,ABG12130
AAS63357,ABG12131
AAS63358,ABG12132
AAS63359,ABG12133
AAS63362,ABG12138
AAS63363,ABG12139
AAS63364,ABG12140
AAS63365,ABG12141
AAS63366,ABG12142
AAS63367,ABG12143
AAS63368,ABG12144
AAS63369,ABG12145
AAS63370,ABG12146
AAS63371,ABG12147
AAS63372,ABG12148
AAS63373,ABG12149
AAS63374,ABG12150
AAS63375,ABG12151
AAS63377,ABG12152
AAS63378,ABG12153
AAS63379,ABG12154
AAS63380,ABG12155
AAS63381,ABG12156
AAS63382,ABG12157
AAS63383,ABG12158
AAS63384,ABG12159
AAS63385,ABG12160
AAS63386,ABG12161
AAS63387,ABG12162
AAS63388,ABG12163
AAS63389,ABG12164
AAS63390,ABG12165
AAS63391,ABG12166
AAS63392,ABG12167
AAS63393,ABG12168
AAS63394,ABG12169
AAS63395,ABG12170
AAS63396,ABG12171
AAS63397,ABG12172
AAS63398,ABG12173
AAS63399,ABG12174
AAS63400,ABG12175
AAS63401,ABG12176
AAS63403,ABG12177
AAS63404,ABG12178
AAS63405,ABG12179
AAS63406,ABG12180
AAS63408,ABG12182
AAS63409,ABG12183
AAS63410,ABG12186
AAS63411,ABG12187
AAS63412,ABG12188
AAS63413,ABG12189
AAS63414,ABG12190
AAS63415,ABG12191
AAS63416,ABG12192
AAS63417,ABG12193
AAS63418,ABG12194
AAS63419,ABG12195
AAS63420,ABG12196
AAS63421,ABG12197
AAS63422,ABG12198
AAS63423,ABG12199
AAS63424,ABG12200
AAS63425,ABG12201
AAS63426,ABG12202
AAS63427,ABG12203
AAS63428,ABG12204
AAS63429,ABG12205
AAS63430,ABG12206
AAS63431,ABG12207
AAS63432,ABG12208
AAS63433,ABG12209
AAS63434,ABG12210
AAS63435,ABG12211
AAS63436,ABG12212
AAS63437,ABG12213
AAS63438,ABG12214
AAS63439,ABG12215
AAS63440,ABG12216
AAS63441,ABG12217
AAS60383,ABG12221
AAS60384,ABG12222
AAS60385,ABG12223
AAS60386,ABG12224
AAS60387,ABG12225
AAS60388,ABG12226
AAS60389,ABG12227
AAS60390,ABG12228
AAS60391,ABG12229
AAS60392,ABG12230
AAS60395,ABG12231
AAS60396,ABG12232
AAS60397,ABG12234
AAS60398,ABG12235
AAS63605,ABG12238
AAS63606,ABG12239
AAS63607,ABG12240
AAS63608,ABG12241
AAS63609,ABG12242
AAS63610,ABG12245
AAS63611,ABG12246
AAS63612,ABG12247
AAS63613,ABG12248
AAS63614,ABG12249
AAS63615,ABG12250
AAS63616,ABG12251
AAS63617,ABG12252
AAS63619,ABG12253
AAS61599,ABG12254
AAS61600,ABG12255
AAS63623,ABG12257
AAS63625,ABG12259
AAS63626,ABG12260
AAS63627,ABG12261
AAS63630,ABG12262
AAS63631,ABG12264
AAS63632,ABG12265
AAS63633,ABG12266
AAS63634,ABG12267
AAS63635,ABG12268
AAS63636,ABG12272
AAS63637,ABG12273
AAS63638,ABG12274
AAS63639,ABG12275
AAS63640,ABG12276
AAS63641,ABG12277
AAS63642,ABG12278
AAS63643,ABG12279
AAS63644,ABG12280
AAS63645,ABG12281
AAS63646,ABG12282
AAS63647,ABG12283
AAS63648,ABG12286
AAS63650,ABG12287
AAS63651,ABG12288
AAS63652,ABG12289
AAS63653,ABG12290
AAS63654,ABG12291
AAS63655,ABG12292
AAS63656,ABG12293
AAS63657,ABG12294
AAS63658,ABG12295
AAS63659,ABG12296
AAS63660,ABG12297
AAS63661,ABG12298
AAS63662,ABG12299
AAS63664,ABG12301
AAS63665,ABG12302
AAS63666,ABG12303
AAS63667,ABG12304
AAS63668,ABG12306
AAS63669,ABG12307
AAS63670,ABG12308
AAS63672,ABG12310
AAS63673,ABG12311
AAS63674,ABG12312
AAS63675,ABG12313
AAS63764,ABG12318
AAS63763,ABG12319
AAS63762,ABG12320
AAS63761,ABG12321
AAS63760,ABG12322
AAS63759,ABG12323
AAS63758,ABG12324
AAS63757,ABG12325
AAS63756,ABG12326
AAS63755,ABG12327
AAS63754,ABG12328
AAS63753,ABG12329
AAS63752,ABG12330
AAS63751,ABG12331
AAS63750,ABG12333
AAS63749,ABG12335
AAS63748,ABG12336
AAS63747,ABG12337
AAS63746,ABG12338
AAS63745,ABG12339
AAS63744,ABG12340
AAS63743,ABG12341
AAS63742,ABG12342
AAS63741,ABG12343
AAS63740,ABG12344
AAS63739,ABG12345
AAS63738,ABG12346
AAS63737,ABG12347
AAS63736,ABG12348
AAS63735,ABG12349
AAS63734,ABG12353
AAS63733,ABG12356
AAS63732,ABG12357
AAS63731,ABG12358
AAS63730,ABG12359
AAS63729,ABG12360
AAS63727,ABG12363
AAS63726,ABG12364
AAS63725,ABG12365
AAS63724,ABG12366
AAS63723,ABG12367
AAS63722,ABG12368
AAS63721,ABG12369
AAS63718,ABG12370
AAS63716,ABG12372
AAS63715,ABG12373
AAS63714,ABG12374
AAS63713,ABG12375
AAS63711,ABG12376
AAS63710,ABG12377
AAS63709,ABG12378
AAS63708,ABG12379
AAS63707,ABG12380
AAS63706,ABG12381
AAS63705,ABG12382
AAS63704,ABG12383
AAS63703,ABG12384
AAS63702,ABG12385
AAS63701,ABG12386
AAS63700,ABG12388
AAS63699,ABG12389
AAS63698,ABG12390
AAS63697,ABG12391
AAS63696,ABG12392
AAS63694,ABG12393
AAS63693,ABG12394
AAS63692,ABG12395
AAS63691,ABG12396
AAS63690,ABG12397
AAS63689,ABG12398
AAS63688,ABG12399
AAS63687,ABG12400
AAS63686,ABG12401
AAS63685,ABG12402
AAS63684,ABG12403
AAS63683,ABG12404
AAS63682,ABG12405
AAS63681,ABG12406
AAS63680,ABG12407
AAS63679,ABG12408
AAS63015,ABG12413
AAS63016,ABG12414
AAS63017,ABG12415
AAS63019,ABG12417
AAS63020,ABG12418
AAS63021,ABG12419
AAS63022,ABG12420
AAS63023,ABG12421
AAS63024,ABG12422
AAS63025,ABG12423
AAS63026,ABG12424
AAS63027,ABG12425
AAS63028,ABG12426
AAS63029,ABG12427
AAS63030,ABG12428
AAS63031,ABG12429
AAS63032,ABG12430
AAS63033,ABG12431
AAS63034,ABG12432
AAS63036,ABG12434
AAS63037,ABG12435
AAS63038,ABG12436
AAS63039,ABG12437
AAS63040,ABG12438
AAS63041,ABG12439
AAS63042,ABG12440
AAS63043,ABG12441
AAS63044,ABG12442
AAS63045,ABG12443
AAS63046,ABG12444
AAS63047,ABG12445
AAS63048,ABG12446
AAS63050,ABG12447
AAS63051,ABG12449
AAS63054,ABG12450
AAS63055,ABG12451
AAS63056,ABG12452
AAS63057,ABG12453
AAS63059,ABG12454
AAS63060,ABG12455
AAS63061,ABG12456
AAS63062,ABG12457
AAS63063,ABG12458
AAS63064,ABG12459
AAS63065,ABG12460
AAS63066,ABG12461
AAS63012,ABG12462
AAS63011,ABG12463
AAS63010,ABG12464
AAS63009,ABG12465
AAS63008,ABG12466
AAS63007,ABG12467
AAS63006,ABG12468
AAS63005,ABG12469
AAS63004,ABG12470
AAS63003,ABG12474
AAS63002,ABG12475
AAS63001,ABG12476
AAS63000,ABG12477
AAS62998,ABG12479
AAS62997,ABG12480
AAS62996,ABG12481
AAS62995,ABG12482
AAS62994,ABG12483
AAS62993,ABG12484
AAS62992,ABG12485
AAS62991,ABG12486
AAS62990,ABG12488
AAS62989,ABG12490
AAS62988,ABG12491
AAS62986,ABG12492
AAS62985,ABG12493
AAS62984,ABG12494
AAS62983,ABG12495
AAS62982,ABG12496
AAS62981,ABG12497
AAS62980,ABG12498
AAS62979,ABG12499
AAS62978,ABG12500
AAS62977,ABG12501
AAS62976,ABG12502
AAS62975,ABG12503
AAS62974,ABG12504
AAS62973,ABG12505
AAS62972,ABG12506
AAS62971,ABG12507
AAS62970,ABG12508
AAS62969,ABG12509
AAS62968,ABG12510
AAS62967,ABG12511
AAS62966,ABG12512
AAS62965,ABG12513
AAS62964,ABG12514
AAS62963,ABG12515
AAS62962,ABG12516
AAS62961,ABG12517
AAS62960,ABG12518
AAS62959,ABG12519
AAS62958,ABG12521
AAS62957,ABG12522
AAS62956,ABG12523
AAS62955,ABG12524
AAS62954,ABG12525
AAS62953,ABG12526
AAS62952,ABG12527
AAS62951,ABG12528
AAS62950,ABG12529
AAS61320,ABG12534
AAS61319,ABG12535
AAS61317,ABG12536
AAS61316,ABG12537
AAS61315,ABG12538
AAS61314,ABG12539
AAS61313,ABG12540
AAS61312,ABG12541
AAS61309,ABG12543
AAS61308,ABG12544
AAS61307,ABG12545
AAS61305,ABG12547
AAS61304,ABG12548
AAS61303,ABG12549
AAS61302,ABG12550
AAS61301,ABG12551
AAS61300,ABG12552
AAS61299,ABG12553
AAS61298,ABG12554
AAS61297,ABG12555
AAS61296,ABG12556
AAS61295,ABG12557
AAS61294,ABG12558
AAS61293,ABG12559
AAS61292,ABG12560
AAS61291,ABG12561
AAS61290,ABG12562
AAS61289,ABG12563
AAS61288,ABG12564
AAS61287,ABG12565
AAS61286,ABG12566
AAS61285,ABG12567
AAS61284,ABG12568
AAS61283,ABG12569
AAS61282,ABG12570
AAS61281,ABG12571
AAS61280,ABG12572
AAS61279,ABG12573
AAS61278,ABG12574
AAS61277,ABG12575
AAS61276,ABG12576
AAS61514,ABG12580
AAS61513,ABG12581
AAS61512,ABG12582
AAS61511,ABG12583
AAS61510,ABG12584
AAS61509,ABG12585
AAS61508,ABG12586
AAS61507,ABG12587
AAS61506,ABG12588
AAS61505,ABG12589
AAS61504,ABG12590
AAS61503,ABG12591
AAS61502,ABG12592
AAS61501,ABG12593
AAS61500,ABG12594
AAS61499,ABG12595
AAS61497,ABG12596
AAS61496,ABG12597
AAS61495,ABG12598
AAS61494,ABG12599
AAS61493,ABG12600
AAS61492,ABG12601
AAS61491,ABG12602
AAS61490,ABG12604
AAS61489,ABG12605
AAS61488,ABG12606
AAS61487,ABG12607
AAS61486,ABG12608
AAS61485,ABG12610
AAS61484,ABG12611
AAS61483,ABG12612
AAS61482,ABG12613
AAS61480,ABG12615
AAS61479,ABG12616
AAS61478,ABG12617
AAS61477,ABG12618
AAS61476,ABG12619
AAS61475,ABG12620
AAS61474,ABG12621
AAS61473,ABG12622
AAS61472,ABG12623
AAS61471,ABG12624
AAS61469,ABG12625
AAS61468,ABG12626
AAS61466,ABG12628
AAS61465,ABG12629
AAS61464,ABG12630
AAS61463,ABG12631
AAS61462,ABG12632
AAS61461,ABG12633
AAS61460,ABG12634
AAS61459,ABG12635
AAS61458,ABG12636
AAS61457,ABG12637
AAS61456,ABG12638
AAS61455,ABG12640
AAS61454,ABG12641
AAS61453,ABG12642
AAS61452,ABG12643
AAS61451,ABG12644
AAS61450,ABG12645
AAS61449,ABG12646
AAS61448,ABG12647
AAS61447,ABG12648
AAS61446,ABG12649
AAS61445,ABG12650
AAS61444,ABG12651
AAS61443,ABG12652
AAS61442,ABG12653
AAS61441,ABG12654
AAS61440,ABG12655
AAS61439,ABG12656
AAS61438,ABG12660
AAS61437,ABG12661
AAS61436,ABG12662
AAS61435,ABG12663
AAS61434,ABG12664
AAS61433,ABG12665
AAS61432,ABG12666
AAS61431,ABG12667
AAS61429,ABG12669
AAS61428,ABG12670
AAS61427,ABG12671
AAS61426,ABG12672
AAS61425,ABG12673
AAS61424,ABG12675
AAS61423,ABG12676
AAS61422,ABG12677
AAS61421,ABG12678
AAS61420,ABG12679
AAS61419,ABG12680
AAS61418,ABG12681
AAS61417,ABG12682
AAS61416,ABG12683
AAS61415,ABG12684
AAS61414,ABG12685
AAS61132,ABG12691
AAS61133,ABG12692
AAS61134,ABG12693
AAS61569,ABG12695
AAS61570,ABG12696
AAS61571,ABG12697
AAS61572,ABG12698
AAS61573,ABG12699
AAS61574,ABG12700
AAS61575,ABG12701
AAS61576,ABG12702
AAS61577,ABG12703
AAS61578,ABG12704
AAS61579,ABG12705
AAS61580,ABG12706
AAS61581,ABG12707
AAS61582,ABG12708
AAS61585,ABG12712
AAS61586,ABG12713
AAS61587,ABG12714
AAS61588,ABG12715
AAS61589,ABG12716
AAS61590,ABG12717
AAS61591,ABG12718
AAS61592,ABG12719
AAS61593,ABG12720
AAS61594,ABG12721
AAS61595,ABG12722
AAS61596,ABG12723
AAS61597,ABG12724
AAS61598,ABG12727
AAS63620,ABG12728
AAS63621,ABG12729
AAS63622,ABG12730
AAS61602,ABG12731
AAS63624,ABG12732
AAS61604,ABG12733
AAS61605,ABG12734
AAS61606,ABG12735
AAS61607,ABG12736
AAS61608,ABG12737
AAS61609,ABG12738
AAS61610,ABG12739
AAS61611,ABG12741
AAS61612,ABG12743
AAS61613,ABG12744
AAS61614,ABG12747
AAS61615,ABG12748
AAS61616,ABG12749
AAS61617,ABG12750
AAS61618,ABG12751
AAS61619,ABG12752
AAS61620,ABG12753
AAS61621,ABG12754
AAS61622,ABG12755
AAS61623,ABG12756
AAS61625,ABG12758
AAS61626,ABG12759
AAS61627,ABG12760
AAS61628,ABG12761
AAS61629,ABG12762
AAS61630,ABG12763
AAS61632,ABG12764
AAS61633,ABG12765
AAS61634,ABG12766
AAS61635,ABG12767
AAS61636,ABG12768
AAS61637,ABG12769
AAS61638,ABG12770
AAS61639,ABG12771
AAS61640,ABG12772
AAS61641,ABG12773
AAS61642,ABG12774
AAS61643,ABG12775
AAS61644,ABG12776
AAS61645,ABG12777
AAS61646,ABG12778
AAS61647,ABG12779
AAS61648,ABG12780
AAS61649,ABG12781
AAS61650,ABG12782
AAS61652,ABG12784
AAS61653,ABG12785
AAS61654,ABG12786
AAS61655,ABG12787
AAS61656,ABG12788
AAS61657,ABG12789
AAS61658,ABG12790
AAS61659,ABG12791
AAS61660,ABG12792
AAS61661,ABG12793
AAS61662,ABG12794
AAS61663,ABG12795
AAS61664,ABG12796
AAS61665,ABG12797
AAS61666,ABG12798
AAS61667,ABG12799
AAS61668,ABG12800
AAS61669,ABG12802
AAS61670,ABG12803
AAS61671,ABG12804
AAS61672,ABG12805
AAS61673,ABG12806
AAS61674,ABG12807
AAS61675,ABG12808
AAS61676,ABG12810
AAS61677,ABG12811
AAS61678,ABG12812
AAS61679,ABG12813
AAS61681,ABG12814
AAS61682,ABG12815
AAS61683,ABG12816
AAS61684,ABG12819
AAS61685,ABG12820
AAS61686,ABG12821
AAS61687,ABG12822
AAS61688,ABG12823
AAS61689,ABG12826
AAS61690,ABG12827
AAS61691,ABG12828
AAS61692,ABG12829
AAS61693,ABG12830
AAS61694,ABG12831
AAS61696,ABG12832
AAS61697,ABG12833
AAS61698,ABG12835
AAS61699,ABG12836
AAS61700,ABG12837
AAS61701,ABG12838
AAS61702,ABG12839
AAS61703,ABG12840
AAS61704,ABG12841
AAS61705,ABG12842
AAS61706,ABG12843
AAS61707,ABG12844
AAS61708,ABG12846
AAS61709,ABG12847
AAS61218,ABG12852
AAS61217,ABG12853
AAS61216,ABG12854
AAS61215,ABG12855
AAS61214,ABG12856
AAS61213,ABG12857
AAS61212,ABG12858
AAS61211,ABG12859
AAS61210,ABG12860
AAS61209,ABG12861
AAS61208,ABG12862
AAS61207,ABG12863
AAS61206,ABG12864
AAS61205,ABG12865
AAS61204,ABG12866
AAS61203,ABG12867
AAS61202,ABG12868
AAS61201,ABG12869
AAS61200,ABG12870
AAS61199,ABG12871
AAS61198,ABG12872
AAS61197,ABG12873
AAS61196,ABG12874
AAS61195,ABG12877
AAS61194,ABG12878
AAS61193,ABG12879
AAS61192,ABG12880
AAS61191,ABG12881
AAS61190,ABG12882
AAS61189,ABG12883
AAS61188,ABG12887
AAS61187,ABG12888
AAS61186,ABG12889
AAS61185,ABG12890
AAS61184,ABG12891
AAS61182,ABG12892
AAS61181,ABG12893
AAS61180,ABG12894
AAS61179,ABG12895
AAS61178,ABG12896
AAS61177,ABG12897
AAS61176,ABG12898
AAS61175,ABG12899
AAS61174,ABG12900
AAS61173,ABG12903
AAS61172,ABG12904
AAS61171,ABG12907
AAS61170,ABG12908
AAS61169,ABG12909
AAS61168,ABG12910
AAS61167,ABG12911
AAS61166,ABG12912
AAS61165,ABG12913
AAS61164,ABG12915
AAS61163,ABG12916
AAS61162,ABG12917
AAS61161,ABG12918
AAS61160,ABG12919
AAS61159,ABG12920
AAS61158,ABG12921
AAS61157,ABG12922
AAS61156,ABG12923
AAS61155,ABG12924
AAS61154,ABG12925
AAS61153,ABG12926
AAS61152,ABG12927
AAS61151,ABG12928
AAS61150,ABG12929
AAS61149,ABG12930
AAS61148,ABG12931
AAS61147,ABG12932
AAS61146,ABG12933
AAS61145,ABG12934
AAS61144,ABG12935
AAS61143,ABG12936
AAS61142,ABG12937
AAS61141,ABG12938
AAS61140,ABG12940
AAS61139,ABG12944
AAS61138,ABG12945
AAS61137,ABG12946
AAS61136,ABG12947
AAS61567,ABG12949
AAS61566,ABG12950
AAS61565,ABG12951
AAS61564,ABG12952
AAS61563,ABG12954
AAS61562,ABG12955
AAS61561,ABG12956
AAS61560,ABG12957
AAS61559,ABG12958
AAS61558,ABG12959
AAS61557,ABG12960
AAS61556,ABG12961
AAS61555,ABG12962
AAS61554,ABG12963
AAS61553,ABG12964
AAS61552,ABG12965
AAS61551,ABG12966
AAS61550,ABG12967
AAS61549,ABG12968
AAS61547,ABG12970
AAS61546,ABG12971
AAS61545,ABG12972
AAS61544,ABG12975
AAS61543,ABG12976
AAS61542,ABG12977
AAS61541,ABG12978
AAS61540,ABG12979
AAS61539,ABG12980
AAS61538,ABG12981
AAS61537,ABG12982
AAS61536,ABG12983
AAS61535,ABG12984
AAS61534,ABG12985
AAS61533,ABG12986
AAS61532,ABG12987
AAS61531,ABG12988
AAS61530,ABG12989
AAS61529,ABG12990
AAS61528,ABG12991
AAS61527,ABG12992
AAS61526,ABG12993
AAS61525,ABG12994
AAS61524,ABG12995
AAS61523,ABG12996
AAS61522,ABG12997
AAS61521,ABG12998
AAS61520,ABG12999
AAS61519,ABG13000
AAS61518,ABG13001
AAS61517,ABG13002
AAS61516,ABG13003
AAS61275,ABG13008
AAS61274,ABG13009
AAS61273,ABG13012
AAS61272,ABG13013
AAS61271,ABG13014
AAS61270,ABG13015
AAS61269,ABG13016
AAS61268,ABG13017
AAS61267,ABG13018
AAS61266,ABG13019
AAS61265,ABG13020
AAS61264,ABG13021
AAS61263,ABG13022
AAS61262,ABG13023
AAS61261,ABG13024
AAS61260,ABG13025
AAS61259,ABG13026
AAS61258,ABG13027
AAS61257,ABG13028
AAS61256,ABG13029
AAS61254,ABG13030
AAS61253,ABG13031
AAS61252,ABG13032
AAS61251,ABG13033
AAS61250,ABG13034
AAS61249,ABG13035
AAS61248,ABG13036
AAS61247,ABG13037
AAS61245,ABG13040
AAS61244,ABG13041
AAS61243,ABG13042
AAS61242,ABG13043
AAS61241,ABG13044
AAS61240,ABG13045
AAS61239,ABG13046
AAS61237,ABG13050
AAS61236,ABG13051
AAS61235,ABG13052
AAS61234,ABG13053
AAS61233,ABG13054
AAS61232,ABG13055
AAS61231,ABG13056
AAS61230,ABG13057
AAS61229,ABG13058
AAS61228,ABG13059
AAS61227,ABG13060
AAS61226,ABG13061
AAS61225,ABG13062
AAS61224,ABG13064
AAS61223,ABG13065
AAS61222,ABG13066
AAS61710,ABG13069
AAS61711,ABG13073
AAS61712,ABG13074
AAS61713,ABG13075
AAS61714,ABG13076
AAS61716,ABG13077
AAS61717,ABG13078
AAS61718,ABG13079
AAS61719,ABG13080
AAS61720,ABG13081
AAS61721,ABG13082
AAS61722,ABG13083
AAS61723,ABG13084
AAS61724,ABG13085
AAS61725,ABG13087
AAS61726,ABG13088
AAS61727,ABG13089
AAS61728,ABG13090
AAS61729,ABG13091
AAS61870,ABG13093
AAS61869,ABG13094
AAS61868,ABG13095
AAS61867,ABG13096
AAS61866,ABG13097
AAS61865,ABG13098
AAS61864,ABG13099
AAS61863,ABG13102
AAS61862,ABG13103
AAS61861,ABG13104
AAS61860,ABG13105
AAS61859,ABG13106
AAS61858,ABG13107
AAS61857,ABG13108
AAS61856,ABG13109
AAS61855,ABG13110
AAS61854,ABG13111
AAS61853,ABG13112
AAS61852,ABG13113
AAS61851,ABG13114
AAS61850,ABG13115
AAS61849,ABG13116
AAS61848,ABG13117
AAS61847,ABG13118
AAS61846,ABG13119
AAS61845,ABG13123
AAS61844,ABG13124
AAS61843,ABG13125
AAS61841,ABG13126
AAS61840,ABG13127
AAS61839,ABG13128
AAS61837,ABG13129
AAS61836,ABG13130
AAS61835,ABG13131
AAS61834,ABG13132
AAS61833,ABG13134
AAS61831,ABG13138
AAS61830,ABG13139
AAS61829,ABG13140
AAS61828,ABG13141
AAS61827,ABG13142
AAS61826,ABG13143
AAS61825,ABG13144
AAS61824,ABG13145
