Hit_ID,Query_ID
tr|L0HK88|L0HK88_ACIS0,sp|A8A8T7|PDXT_IGNH4
tr|L0HNC9|L0HNC9_ACIS0,sp|A8A8H6|PYRB_IGNH4
tr|L0HJR5|L0HJR5_ACIS0,sp|A8AC00|RS5_IGNH4
tr|L0HJZ7|L0HJZ7_ACIS0,sp|A8AB57|RL37_IGNH4
tr|L0HHM0|L0HHM0_ACIS0,sp|A8A9E3|SYP_IGNH4
tr|L0HMP3|L0HMP3_ACIS0,sp|A8A935|PELO_IGNH4
tr|U3GK61|U3GK61_ACIS0,sp|A8A9X7|RIFK_IGNH4
tr|L0HPW3|L0HPW3_ACIS0,sp|A8A8W4|RS11_IGNH4
tr|L0HMD4|L0HMD4_ACIS0,sp|A8AA18|RS19_IGNH4
tr|L0HQN4|L0HQN4_ACIS0,sp|A8A8W3|RS4_IGNH4
tr|L0HMC9|L0HMC9_ACIS0,sp|A8A8L9|PFDA_IGNH4
tr|L0HNP5|L0HNP5_ACIS0,sp|A8AA20|RS3_IGNH4
tr|L0HLI2|L0HLI2_ACIS0,sp|A8AB20|DNLI_IGNH4
tr|L0HK95|L0HK95_ACIS0,sp|A8A9J7|DGGGP_IGNH4
tr|L0HKI3|L0HKI3_ACIS0,sp|A8A906|DCD_IGNH4
tr|L0HNM3|L0HNM3_ACIS0,sp|A8A8J3|DNAG_IGNH4
tr|L0HM29|L0HM29_ACIS0,sp|A8ABM5|EF1A_IGNH4
tr|L0HKQ7|L0HKQ7_ACIS0,sp|A8A8L4|DPCKG_IGNH4
tr|L0HKS7|L0HKS7_ACIS0,sp|A8ABZ6|Y1272_IGNH4
tr|L0HPJ2|L0HPJ2_ACIS0,sp|A8A8L8|SUCC_IGNH4
tr|L0HGZ2|L0HGZ2_ACIS0,sp|A8A9P0|TDXH_IGNH4
tr|L0HJG0|L0HJG0_ACIS0,sp|A8A968|RL31_IGNH4
tr|L0HLX5|L0HLX5_ACIS0,sp|A8AC96|TF2B_IGNH4
tr|L0HQM0|L0HQM0_ACIS0,sp|A8AAJ8|SRP19_IGNH4
tr|L0HP51|L0HP51_ACIS0,sp|A8A929|RS12_IGNH4
tr|L0HM58|L0HM58_ACIS0,sp|A8AB69|Y992_IGNH4
tr|L0HN53|L0HN53_ACIS0,sp|A8AB68|SYC_IGNH4
tr|L0HMT5|L0HMT5_ACIS0,sp|A8AB06|SYR_IGNH4
tr|L0HGU8|L0HGU8_ACIS0,sp|A8A990|TIAS_IGNH4
tr|L0HJK0|L0HJK0_ACIS0,sp|A8A8N6|THIC_IGNH4
tr|L0HI67|L0HI67_ACIS0,sp|A8ABJ8|TRM56_IGNH4
tr|L0HKC8|L0HKC8_ACIS0,sp|A8AAA9|VATB_IGNH4
tr|L0HM28|L0HM28_ACIS0,sp|A8A952|RS27A_IGNH4
tr|L0HLZ1|L0HLZ1_ACIS0,sp|A8AAU0|RS15_IGNH4
tr|L0HN18|L0HN18_ACIS0,sp|A8AAV7|PIMT_IGNH4
tr|L0HKF3|L0HKF3_ACIS0,sp|A8A912|RL7A_IGNH4
tr|L0HKE5|L0HKE5_ACIS0,sp|A8A954|RS17E_IGNH4
tr|L0HGW4|L0HGW4_ACIS0,sp|A8ABX6|PURL_IGNH4
tr|L0HL25|L0HL25_ACIS0,sp|A8AC05|SUI1_IGNH4
tr|L0HHT1|L0HHT1_ACIS0,sp|A8AAU3|RS3A_IGNH4
tr|L0HKN9|L0HKN9_ACIS0,sp|A8ACG6|TRPD_IGNH4
tr|L0HLE3|L0HLE3_ACIS0,sp|A8ABF5|VATE_IGNH4
tr|L0HN15|L0HN15_ACIS0,sp|A8AC29|VATA_IGNH4
tr|L0HM12|L0HM12_ACIS0,sp|A8ABI5|SYE_IGNH4
tr|L0HLL1|L0HLL1_ACIS0,sp|A8A9W2|RTCA_IGNH4
tr|L0HMX6|L0HMX6_ACIS0,sp|A8AAJ7|RS8E_IGNH4
tr|L0HLB1|L0HLB1_ACIS0,sp|A8AB67|SYS_IGNH4
tr|L0HMV2|L0HMV2_ACIS0,sp|A8ABX8|Y1254_IGNH4
tr|L0HN14|L0HN14_ACIS0,sp|A8ABD7|SECG_IGNH4
tr|L0HLI7|L0HLI7_ACIS0,sp|A8A8T2|SYL_IGNH4
tr|L0HP28|L0HP28_ACIS0,sp|A8ABN0|SYM_IGNH4
tr|L0HIS2|L0HIS2_ACIS0,sp|A8AA61|DHYS_IGNH4
tr|L0HKS0|L0HKS0_ACIS0,sp|A8A8V6|ALBA_IGNH4
tr|L0HJJ7|L0HJJ7_ACIS0,tr|A8AAN6|A8AAN6_IGNH4
tr|L0HMN6|L0HMN6_ACIS0,tr|A8AAD2|A8AAD2_IGNH4
tr|L0HL63|L0HL63_ACIS0,tr|A8AC54|A8AC54_IGNH4
tr|L0HNC6|L0HNC6_ACIS0,tr|A8AB04|A8AB04_IGNH4
tr|L0HKB3|L0HKB3_ACIS0,tr|A8ABT4|A8ABT4_IGNH4
tr|L0HJT5|L0HJT5_ACIS0,tr|A8AC93|A8AC93_IGNH4
tr|L0HK20|L0HK20_ACIS0,tr|A8A987|A8A987_IGNH4
tr|L0HKJ6|L0HKJ6_ACIS0,tr|A8A9S0|A8A9S0_IGNH4
tr|L0HKF4|L0HKF4_ACIS0,tr|A8AAK9|A8AAK9_IGNH4
tr|L0HLM2|L0HLM2_ACIS0,tr|A8AA77|A8AA77_IGNH4
tr|L0HJY1|L0HJY1_ACIS0,tr|A8A9M4|A8A9M4_IGNH4
tr|L0HIR4|L0HIR4_ACIS0,tr|A8AB92|A8AB92_IGNH4
tr|L0HHT5|L0HHT5_ACIS0,tr|A8AAP6|A8AAP6_IGNH4
tr|L0HKG3|L0HKG3_ACIS0,tr|A8A904|A8A904_IGNH4
tr|L0HJL1|L0HJL1_ACIS0,tr|A8ABY1|A8ABY1_IGNH4
tr|L0HM77|L0HM77_ACIS0,tr|A8ABZ7|A8ABZ7_IGNH4
tr|L0HLQ1|L0HLQ1_ACIS0,tr|A8AAY7|A8AAY7_IGNH4
tr|L0HMC6|L0HMC6_ACIS0,tr|A8ABF6|A8ABF6_IGNH4
tr|L0HL53|L0HL53_ACIS0,tr|A8AAM3|A8AAM3_IGNH4
tr|L0HJG5|L0HJG5_ACIS0,tr|A8AC17|A8AC17_IGNH4
tr|L0HLK7|L0HLK7_ACIS0,tr|A8ABV0|A8ABV0_IGNH4
tr|L0HKK9|L0HKK9_ACIS0,tr|A8A925|A8A925_IGNH4
tr|L0HJU1|L0HJU1_ACIS0,tr|A8ABB1|A8ABB1_IGNH4
tr|L0HMY7|L0HMY7_ACIS0,tr|A8A8W2|A8A8W2_IGNH4
tr|L0HMM3|L0HMM3_ACIS0,tr|A8A9V3|A8A9V3_IGNH4
tr|L0HM73|L0HM73_ACIS0,tr|A8A8W6|A8A8W6_IGNH4
tr|L0HKR2|L0HKR2_ACIS0,tr|A8A9G6|A8A9G6_IGNH4
tr|L0HLG8|L0HLG8_ACIS0,tr|A8AAS0|A8AAS0_IGNH4
tr|L0HMU4|L0HMU4_ACIS0,tr|A8A8E9|A8A8E9_IGNH4
tr|L0HM45|L0HM45_ACIS0,tr|A8A8I6|A8A8I6_IGNH4
tr|L0HLX7|L0HLX7_ACIS0,tr|A8AA91|A8AA91_IGNH4
tr|L0HMG7|L0HMG7_ACIS0,tr|A8A8Y3|A8A8Y3_IGNH4
tr|L0HQG1|L0HQG1_ACIS0,tr|A8A9T7|A8A9T7_IGNH4
tr|L0HPV4|L0HPV4_ACIS0,tr|A8A994|A8A994_IGNH4
tr|L0HM95|L0HM95_ACIS0,tr|A8A911|A8A911_IGNH4
tr|L0HNG2|L0HNG2_ACIS0,tr|A8A992|A8A992_IGNH4
tr|L0HL36|L0HL36_ACIS0,tr|A8A9I7|A8A9I7_IGNH4
tr|L0HMJ1|L0HMJ1_ACIS0,tr|A8A9X6|A8A9X6_IGNH4
tr|L0HJP1|L0HJP1_ACIS0,tr|A8AAM9|A8AAM9_IGNH4
tr|L0HMA3|L0HMA3_ACIS0,tr|A8AC08|A8AC08_IGNH4
tr|L0HP99|L0HP99_ACIS0,tr|A8A9U2|A8A9U2_IGNH4
tr|L0HP97|L0HP97_ACIS0,tr|A8AB09|A8AB09_IGNH4
tr|L0HKG6|L0HKG6_ACIS0,tr|A8AB41|A8AB41_IGNH4
tr|L0HNM0|L0HNM0_ACIS0,tr|A8A9B3|A8A9B3_IGNH4
tr|L0HPA8|L0HPA8_ACIS0,tr|A8AAF6|A8AAF6_IGNH4
tr|L0HKP2|L0HKP2_ACIS0,tr|A8ABI3|A8ABI3_IGNH4
tr|L0HLP0|L0HLP0_ACIS0,tr|A8A9R3|A8A9R3_IGNH4
tr|L0HLS8|L0HLS8_ACIS0,tr|A8A8P8|A8A8P8_IGNH4
tr|L0HP94|L0HP94_ACIS0,tr|A8ABD1|A8ABD1_IGNH4
tr|L0HKI4|L0HKI4_ACIS0,tr|A8ABX7|A8ABX7_IGNH4
tr|L0HL29|L0HL29_ACIS0,tr|A8A8F8|A8A8F8_IGNH4
tr|L0HJV0|L0HJV0_ACIS0,tr|A8A9T8|A8A9T8_IGNH4
tr|L0HLH8|L0HLH8_ACIS0,tr|A8ABT9|A8ABT9_IGNH4
tr|L0HJV8|L0HJV8_ACIS0,tr|A8A998|A8A998_IGNH4
tr|L0HNH1|L0HNH1_ACIS0,tr|A8A9G7|A8A9G7_IGNH4
tr|L0HJ45|L0HJ45_ACIS0,tr|A8ABH1|A8ABH1_IGNH4
tr|L0HMX2|L0HMX2_ACIS0,tr|A8ACB8|A8ACB8_IGNH4
tr|L0HJH3|L0HJH3_ACIS0,tr|A8A9C8|A8A9C8_IGNH4
tr|L0HJZ3|L0HJZ3_ACIS0,tr|A8AB51|A8AB51_IGNH4
tr|L0HI94|L0HI94_ACIS0,tr|A8ACF0|A8ACF0_IGNH4
tr|L0HNU0|L0HNU0_ACIS0,tr|A8ABP7|A8ABP7_IGNH4
tr|L0HP41|L0HP41_ACIS0,tr|A8AC91|A8AC91_IGNH4
tr|L0HQ58|L0HQ58_ACIS0,tr|A8A8K9|A8A8K9_IGNH4
tr|L0HMW0|L0HMW0_ACIS0,tr|A8A9L5|A8A9L5_IGNH4
tr|L0HM63|L0HM63_ACIS0,tr|A8AA40|A8AA40_IGNH4
tr|L0HND3|L0HND3_ACIS0,tr|A8ACA0|A8ACA0_IGNH4
tr|L0HN54|L0HN54_ACIS0,tr|A8AC71|A8AC71_IGNH4
tr|L0HNU7|L0HNU7_ACIS0,tr|A8ABV1|A8ABV1_IGNH4
tr|L0HLC7|L0HLC7_ACIS0,tr|A8A9F9|A8A9F9_IGNH4
tr|L0HKT9|L0HKT9_ACIS0,tr|A8AAQ0|A8AAQ0_IGNH4
tr|L0HJL5|L0HJL5_ACIS0,tr|A8ABC0|A8ABC0_IGNH4
tr|L0HPC7|L0HPC7_ACIS0,tr|A8ABY4|A8ABY4_IGNH4
tr|L0HLL3|L0HLL3_ACIS0,tr|A8A9V1|A8A9V1_IGNH4
tr|L0HJK9|L0HJK9_ACIS0,tr|A8A9Y1|A8A9Y1_IGNH4
tr|L0HJ37|L0HJ37_ACIS0,tr|A8A8Z3|A8A8Z3_IGNH4
tr|L0HKH9|L0HKH9_ACIS0,tr|A8A8I8|A8A8I8_IGNH4
tr|L0HLI1|L0HLI1_ACIS0,tr|A8AB40|A8AB40_IGNH4
tr|L0HNI0|L0HNI0_ACIS0,tr|A8ACB5|A8ACB5_IGNH4
tr|L0HJD4|L0HJD4_ACIS0,tr|A8AC77|A8AC77_IGNH4
tr|L0HJ34|L0HJ34_ACIS0,tr|A8AC23|A8AC23_IGNH4
tr|L0HKW7|L0HKW7_ACIS0,tr|A8A9G4|A8A9G4_IGNH4
tr|L0HKN4|L0HKN4_ACIS0,tr|A8ABU4|A8ABU4_IGNH4
tr|L0HJS6|L0HJS6_ACIS0,tr|A8ACE2|A8ACE2_IGNH4
tr|L0HJK4|L0HJK4_ACIS0,tr|A8A8T3|A8A8T3_IGNH4
tr|L0HQ60|L0HQ60_ACIS0,tr|A8AAP5|A8AAP5_IGNH4
tr|L0HMP6|L0HMP6_ACIS0,tr|A8AAJ3|A8AAJ3_IGNH4
tr|L0HPE7|L0HPE7_ACIS0,tr|A8AB44|A8AB44_IGNH4
tr|L0HJT7|L0HJT7_ACIS0,tr|A8AAL8|A8AAL8_IGNH4
tr|L0HMY0|L0HMY0_ACIS0,tr|A8AAE9|A8AAE9_IGNH4
tr|L0HLW9|L0HLW9_ACIS0,tr|A8A9S1|A8A9S1_IGNH4
tr|L0HMS0|L0HMS0_ACIS0,tr|A8AC30|A8AC30_IGNH4
tr|L0HI31|L0HI31_ACIS0,tr|A8AC85|A8AC85_IGNH4
tr|L0HJ91|L0HJ91_ACIS0,tr|A8A982|A8A982_IGNH4
tr|L0HLC2|L0HLC2_ACIS0,tr|A8A8X9|A8A8X9_IGNH4
tr|L0HLQ9|L0HLQ9_ACIS0,tr|A8ABK6|A8ABK6_IGNH4
tr|L0HPW4|L0HPW4_ACIS0,tr|A8ABT1|A8ABT1_IGNH4
tr|L0HN22|L0HN22_ACIS0,tr|A8A951|A8A951_IGNH4
tr|L0HNB5|L0HNB5_ACIS0,tr|A8AA74|A8AA74_IGNH4
tr|L0HNR4|L0HNR4_ACIS0,tr|A8AA52|A8AA52_IGNH4
tr|L0HPG7|L0HPG7_ACIS0,tr|A8ABZ8|A8ABZ8_IGNH4
tr|L0HLZ3|L0HLZ3_ACIS0,tr|A8A8P7|A8A8P7_IGNH4
tr|L0HK28|L0HK28_ACIS0,tr|A8A918|A8A918_IGNH4
tr|L0HM68|L0HM68_ACIS0,tr|A8AC06|A8AC06_IGNH4
tr|L0HMH0|L0HMH0_ACIS0,tr|A8A8N4|A8A8N4_IGNH4
tr|L0HL39|L0HL39_ACIS0,tr|A8A8I5|A8A8I5_IGNH4
tr|L0HK07|L0HK07_ACIS0,tr|A8AC66|A8AC66_IGNH4
tr|L0HNB7|L0HNB7_ACIS0,tr|A8ABB9|A8ABB9_IGNH4
tr|L0HJZ8|L0HJZ8_ACIS0,tr|A8AA31|A8AA31_IGNH4
tr|L0HMF3|L0HMF3_ACIS0,tr|A8AAF4|A8AAF4_IGNH4
tr|L0HMA2|L0HMA2_ACIS0,tr|A8ABY0|A8ABY0_IGNH4
tr|L0HIX1|L0HIX1_ACIS0,tr|A8AA56|A8AA56_IGNH4
tr|L0HMK1|L0HMK1_ACIS0,tr|A8A8R0|A8A8R0_IGNH4
tr|L0HLQ6|L0HLQ6_ACIS0,tr|A8ABG9|A8ABG9_IGNH4
tr|L0HMY2|L0HMY2_ACIS0,tr|A8A970|A8A970_IGNH4
tr|L0HPY5|L0HPY5_ACIS0,tr|A8A8T8|A8A8T8_IGNH4
tr|L0HN24|L0HN24_ACIS0,tr|A8AC62|A8AC62_IGNH4
tr|L0HKQ2|L0HKQ2_ACIS0,tr|A8AB59|A8AB59_IGNH4
tr|L0HNN3|L0HNN3_ACIS0,tr|A8A8H2|A8A8H2_IGNH4
tr|L0HIQ4|L0HIQ4_ACIS0,tr|A8ABN3|A8ABN3_IGNH4
tr|L0HM53|L0HM53_ACIS0,tr|A8A8U0|A8A8U0_IGNH4
tr|L0HNM9|L0HNM9_ACIS0,tr|A8A8V3|A8A8V3_IGNH4
tr|L0HPR8|L0HPR8_ACIS0,tr|A8AC21|A8AC21_IGNH4
tr|L0HLV7|L0HLV7_ACIS0,tr|A8AAC5|A8AAC5_IGNH4
tr|L0HNK7|L0HNK7_ACIS0,tr|A8AA26|A8AA26_IGNH4
tr|L0HJ24|L0HJ24_ACIS0,tr|A8A9G2|A8A9G2_IGNH4
tr|L0HIS6|L0HIS6_ACIS0,tr|A8ABQ9|A8ABQ9_IGNH4
tr|L0HQ33|L0HQ33_ACIS0,tr|A8AC60|A8AC60_IGNH4
tr|L0HIM8|L0HIM8_ACIS0,tr|A8A9F8|A8A9F8_IGNH4
tr|L0HP20|L0HP20_ACIS0,tr|A8AAD8|A8AAD8_IGNH4
tr|L0HMQ4|L0HMQ4_ACIS0,tr|A8A9F7|A8A9F7_IGNH4
tr|L0HLQ4|L0HLQ4_ACIS0,tr|A8AB85|A8AB85_IGNH4
tr|L0HKU4|L0HKU4_ACIS0,tr|A8A9G3|A8A9G3_IGNH4
tr|L0HMA7|L0HMA7_ACIS0,tr|A8ABV2|A8ABV2_IGNH4
tr|L0HL51|L0HL51_ACIS0,tr|A8A8F4|A8A8F4_IGNH4
tr|L0HMD9|L0HMD9_ACIS0,tr|A8ACD1|A8ACD1_IGNH4
tr|L0HN27|L0HN27_ACIS0,tr|A8ABR4|A8ABR4_IGNH4
tr|L0HKP3|L0HKP3_ACIS0,tr|A8ABZ2|A8ABZ2_IGNH4
tr|L0HHW9|L0HHW9_ACIS0,tr|A8AAP9|A8AAP9_IGNH4
tr|L0HMU8|L0HMU8_ACIS0,tr|A8A8X4|A8A8X4_IGNH4
tr|L0HKX8|L0HKX8_ACIS0,tr|A8A8U5|A8A8U5_IGNH4
tr|L0HKA8|L0HKA8_ACIS0,tr|A8AB14|A8AB14_IGNH4
tr|L0HHP7|L0HHP7_ACIS0,tr|A8ACD9|A8ACD9_IGNH4
tr|L0HIY4|L0HIY4_ACIS0,tr|A8A8X1|A8A8X1_IGNH4
tr|L0HN17|L0HN17_ACIS0,tr|A8AB22|A8AB22_IGNH4
tr|L0HNC0|L0HNC0_ACIS0,tr|A8AB28|A8AB28_IGNH4
tr|L0HPQ7|L0HPQ7_ACIS0,tr|A8A8E4|A8A8E4_IGNH4
tr|L0HJJ2|L0HJJ2_ACIS0,tr|A8A991|A8A991_IGNH4
tr|L0HJS9|L0HJS9_ACIS0,tr|A8A9N2|A8A9N2_IGNH4
tr|L0HNP0|L0HNP0_ACIS0,tr|A8AB43|A8AB43_IGNH4
tr|L0HKM4|L0HKM4_ACIS0,tr|A8A9D2|A8A9D2_IGNH4
tr|L0HM57|L0HM57_ACIS0,tr|A8ACG1|A8ACG1_IGNH4
tr|L0HM67|L0HM67_ACIS0,tr|A8A9N9|A8A9N9_IGNH4
tr|L0HJD8|L0HJD8_ACIS0,tr|A8A8T5|A8A8T5_IGNH4
tr|L0HNJ0|L0HNJ0_ACIS0,tr|A8ABL2|A8ABL2_IGNH4
tr|L0HL74|L0HL74_ACIS0,tr|A8AAP8|A8AAP8_IGNH4
tr|L0HLX0|L0HLX0_ACIS0,tr|A8AAQ9|A8AAQ9_IGNH4
tr|L0HM90|L0HM90_ACIS0,tr|A8AA67|A8AA67_IGNH4
tr|L0HN23|L0HN23_ACIS0,tr|A8AAB5|A8AAB5_IGNH4
tr|L0HLX8|L0HLX8_ACIS0,tr|A8A980|A8A980_IGNH4
tr|L0HPH7|L0HPH7_ACIS0,tr|A8AAZ3|A8AAZ3_IGNH4
tr|L0HKS5|L0HKS5_ACIS0,tr|A8A965|A8A965_IGNH4
tr|L0HH23|L0HH23_ACIS0,tr|A8A960|A8A960_IGNH4
tr|L0HLD3|L0HLD3_ACIS0,tr|A8A8D9|A8A8D9_IGNH4
tr|L0HL67|L0HL67_ACIS0,tr|A8AAB9|A8AAB9_IGNH4
tr|L0HM36|L0HM36_ACIS0,tr|A8AAY9|A8AAY9_IGNH4
tr|L0HK68|L0HK68_ACIS0,tr|A8A989|A8A989_IGNH4
tr|L0HMR0|L0HMR0_ACIS0,tr|A8AAZ2|A8AAZ2_IGNH4
tr|L0HLI8|L0HLI8_ACIS0,tr|A8A8U2|A8A8U2_IGNH4
tr|L0HMJ9|L0HMJ9_ACIS0,tr|A8ABL9|A8ABL9_IGNH4
tr|L0HMG8|L0HMG8_ACIS0,tr|A8A974|A8A974_IGNH4
tr|L0HJ86|L0HJ86_ACIS0,tr|A8A8P9|A8A8P9_IGNH4
tr|L0HNA7|L0HNA7_ACIS0,tr|A8AC74|A8AC74_IGNH4
tr|L0HMS2|L0HMS2_ACIS0,tr|A8AAF0|A8AAF0_IGNH4
tr|L0HN75|L0HN75_ACIS0,tr|A8A8Q4|A8A8Q4_IGNH4
tr|L0HHV6|L0HHV6_ACIS0,tr|A8A9Z4|A8A9Z4_IGNH4
tr|L0HNA1|L0HNA1_ACIS0,tr|A8ABA4|A8ABA4_IGNH4
tr|L0HKS2|L0HKS2_ACIS0,tr|A8AB45|A8AB45_IGNH4
tr|L0HL03|L0HL03_ACIS0,tr|A8ABE9|A8ABE9_IGNH4
tr|L0HMV4|L0HMV4_ACIS0,tr|A8A9P8|A8A9P8_IGNH4
tr|L0HIW2|L0HIW2_ACIS0,tr|A8A972|A8A972_IGNH4
tr|L0HPB3|L0HPB3_ACIS0,tr|A8AA10|A8AA10_IGNH4
tr|L0HIR1|L0HIR1_ACIS0,tr|A8A967|A8A967_IGNH4
tr|L0HJK1|L0HJK1_ACIS0,tr|A8AA36|A8AA36_IGNH4
tr|L0HJM0|L0HJM0_ACIS0,tr|A8AAS4|A8AAS4_IGNH4
tr|L0HJE5|L0HJE5_ACIS0,tr|A8A9Q4|A8A9Q4_IGNH4
tr|L0HLR5|L0HLR5_ACIS0,tr|A8AAT7|A8AAT7_IGNH4
tr|L0HI14|L0HI14_ACIS0,tr|A8AAQ8|A8AAQ8_IGNH4
tr|L0HLR0|L0HLR0_ACIS0,tr|A8AC02|A8AC02_IGNH4
tr|L0HQ28|L0HQ28_ACIS0,tr|A8ABQ2|A8ABQ2_IGNH4
tr|L0HK74|L0HK74_ACIS0,tr|A8AAT0|A8AAT0_IGNH4
tr|L0HMQ9|L0HMQ9_ACIS0,tr|A8A9J6|A8A9J6_IGNH4
tr|L0HK92|L0HK92_ACIS0,tr|A8ACF9|A8ACF9_IGNH4
tr|L0HP48|L0HP48_ACIS0,tr|A8A8F3|A8A8F3_IGNH4
tr|L0HMM0|L0HMM0_ACIS0,tr|A8A8E8|A8A8E8_IGNH4
tr|L0HPC3|L0HPC3_ACIS0,tr|A8AAT5|A8AAT5_IGNH4
tr|L0HMV7|L0HMV7_ACIS0,tr|A8ABY3|A8ABY3_IGNH4
tr|L0HNV8|L0HNV8_ACIS0,tr|A8A9D6|A8A9D6_IGNH4
tr|L0HM24|L0HM24_ACIS0,tr|A8A9W6|A8A9W6_IGNH4
tr|L0HK73|L0HK73_ACIS0,tr|A8AB75|A8AB75_IGNH4
tr|L0HQF7|L0HQF7_ACIS0,tr|A8AC82|A8AC82_IGNH4
tr|L0HLQ5|L0HLQ5_ACIS0,tr|A8ACD5|A8ACD5_IGNH4
tr|L0HM19|L0HM19_ACIS0,tr|A8AAV2|A8AAV2_IGNH4
tr|L0HJW6|L0HJW6_ACIS0,tr|A8A9J4|A8A9J4_IGNH4
tr|L0HJZ2|L0HJZ2_ACIS0,tr|A8ABP5|A8ABP5_IGNH4
tr|L0HMN0|L0HMN0_ACIS0,tr|A8A9Y4|A8A9Y4_IGNH4
tr|L0HJI7|L0HJI7_ACIS0,tr|A8A9A4|A8A9A4_IGNH4
tr|L0HMX4|L0HMX4_ACIS0,tr|A8AA33|A8AA33_IGNH4
tr|L0HKQ3|L0HKQ3_ACIS0,tr|A8AAY5|A8AAY5_IGNH4
tr|L0HQG8|L0HQG8_ACIS0,tr|A8ABI1|A8ABI1_IGNH4
tr|L0HL86|L0HL86_ACIS0,tr|A8A8R3|A8A8R3_IGNH4
tr|L0HK32|L0HK32_ACIS0,tr|A8AC89|A8AC89_IGNH4
tr|L0HP15|L0HP15_ACIS0,tr|A8A942|A8A942_IGNH4
tr|L0HN60|L0HN60_ACIS0,tr|A8A8M9|A8A8M9_IGNH4
tr|L0HK86|L0HK86_ACIS0,tr|A8A9B2|A8A9B2_IGNH4
